fid,DAUID,DGUID,LANDAREA,PRUID,lon,lat,area-DAs(s,flood-area,flood-prc,parks-area
230,"59150567",2021S051259150567,0.042800000000000,"59",-123.161235,49.237457,42794.603,0.000000000000000,0.000000000000000,
231,"59150568",2021S051259150568,0.046600000000000,"59",-123.157861,49.237644,46584.771,0.000000000000000,0.000000000000000,
232,"59150569",2021S051259150569,0.064900000000000,"59",-123.156768,49.236054,64948.157,0.000000000000000,0.000000000000000,
233,"59150570",2021S051259150570,0.066600000000000,"59",-123.157770,49.233684,66584.219,0.000000000000000,0.000000000000000,15300.032000
234,"59150571",2021S051259150571,0.311700000000000,"59",-123.151954,49.237659,311730.969,0.000000000000000,0.000000000000000,29972.151000
235,"59150572",2021S051259150572,0.131900000000000,"59",-123.152921,49.240549,131897.446,0.000000000000000,0.000000000000000,9201.103000
236,"59150573",2021S051259150573,0.060100000000000,"59",-123.151974,49.243234,60147.777,0.000000000000000,0.000000000000000,
237,"59150575",2021S051259150575,0.226800000000000,"59",-123.151177,49.245038,226844.115,0.000000000000000,0.000000000000000,76923.259000
238,"59150577",2021S051259150577,0.209900000000000,"59",-123.154885,49.249133,209908.939,0.000000000000000,0.000000000000000,14122.583000
239,"59150578",2021S051259150578,0.232100000000000,"59",-123.162284,49.249281,232110.069,0.000000000000000,0.000000000000000,48646.754000
240,"59150579",2021S051259150579,0.119600000000000,"59",-123.157945,49.252173,119648.764,0.000000000000000,0.000000000000000,
241,"59150580",2021S051259150580,0.135500000000000,"59",-123.161970,49.253313,135538.393,0.000000000000000,0.000000000000000,
242,"59150581",2021S051259150581,0.112200000000000,"59",-123.162737,49.255995,112170.602,0.000000000000000,0.000000000000000,
243,"59150582",2021S051259150582,0.152700000000000,"59",-123.156929,49.256019,152746.671,0.000000000000000,0.000000000000000,
244,"59150583",2021S051259150583,0.109600000000000,"59",-123.155900,49.258396,109624.884,0.000000000000000,0.000000000000000,
245,"59150584",2021S051259150584,0.089200000000000,"59",-123.158077,49.259893,89246.196,0.000000000000000,0.000000000000000,
246,"59150585",2021S051259150585,0.122600000000000,"59",-123.162352,49.259116,122589.210,0.000000000000000,0.000000000000000,
247,"59150586",2021S051259150586,0.176600000000000,"59",-123.161447,49.262381,176601.094,0.000000000000000,0.000000000000000,59984.229000
248,"59150587",2021S051259150587,0.087400000000000,"59",-123.166128,49.261392,87376.803,0.000000000000000,0.000000000000000,
249,"59150588",2021S051259150588,0.097700000000000,"59",-123.168420,49.262455,97689.777,0.000000000000000,0.000000000000000,
250,"59150589",2021S051259150589,0.097000000000000,"59",-123.167894,49.258862,96962.799,0.000000000000000,0.000000000000000,
251,"59150590",2021S051259150590,0.097200000000000,"59",-123.172126,49.259434,97191.493,0.000000000000000,0.000000000000000,
252,"59150591",2021S051259150591,0.113800000000000,"59",-123.175831,49.259790,113799.956,0.000000000000000,0.000000000000000,
253,"59150592",2021S051259150592,0.098200000000000,"59",-123.172246,49.262540,98204.221,0.000000000000000,0.000000000000000,
254,"59150593",2021S051259150593,0.083900000000000,"59",-123.176272,49.262705,83861.903,0.000000000000000,0.000000000000000,
255,"59150594",2021S051259150594,0.066800000000000,"59",-123.176507,49.264974,66787.605,0.000000000000000,0.000000000000000,
256,"59150595",2021S051259150595,0.088200000000000,"59",-123.179879,49.262924,88240.495,0.000000000000000,0.000000000000000,
257,"59150596",2021S051259150596,0.069100000000000,"59",-123.180003,49.265723,69050.490,0.000000000000000,0.000000000000000,
258,"59150597",2021S051259150597,0.082700000000000,"59",-123.183815,49.265611,82691.476,0.000000000000000,0.000000000000000,
259,"59150598",2021S051259150598,0.082300000000000,"59",-123.182729,49.267723,82308.404,0.000000000000000,0.000000000000000,17139.528000
260,"59150599",2021S051259150599,0.038700000000000,"59",-123.186732,49.266508,38704.010,0.000000000000000,0.000000000000000,
261,"59150600",2021S051259150600,0.112700000000000,"59",-123.187374,49.270263,112675.815,905.918444322989671,0.804004338571111,
262,"59150601",2021S051259150601,0.072500000000000,"59",-123.183073,49.269384,72452.414,0.000000000000000,0.000000000000000,
263,"59150602",2021S051259150602,0.057500000000000,"59",-123.183669,49.271268,57462.031,0.000000000000000,0.000000000000000,
264,"59150603",2021S051259150603,0.060800000000000,"59",-123.179940,49.270774,60822.533,0.000000000000000,0.000000000000000,
265,"59150604",2021S051259150604,0.057800000000000,"59",-123.177692,49.269403,57815.247,0.000000000000000,0.000000000000000,
266,"59150605",2021S051259150605,0.068100000000000,"59",-123.177583,49.267390,68097.352,0.000000000000000,0.000000000000000,17139.528000
267,"59150606",2021S051259150606,0.079000000000000,"59",-123.173691,49.267363,79037.200,0.000000000000000,0.000000000000000,
268,"59150607",2021S051259150607,0.087100000000000,"59",-123.173165,49.269633,87099.881,0.000000000000000,0.000000000000000,
269,"59150608",2021S051259150608,0.087700000000000,"59",-123.168901,49.269579,87678.285,0.000000000000000,0.000000000000000,14033.080000
270,"59150609",2021S051259150609,0.076800000000000,"59",-123.169748,49.266702,76797.443,0.000000000000000,0.000000000000000,
271,"59150610",2021S051259150610,0.053200000000000,"59",-123.166439,49.267480,53197.021,0.000000000000000,0.000000000000000,
272,"59150611",2021S051259150611,0.077000000000000,"59",-123.166489,49.265345,77031.210,0.000000000000000,0.000000000000000,
273,"59150612",2021S051259150612,0.078400000000000,"59",-123.171795,49.265182,78409.668,0.000000000000000,0.000000000000000,
274,"59150613",2021S051259150613,0.064200000000000,"59",-123.162865,49.265051,64234.024,0.000000000000000,0.000000000000000,
275,"59150614",2021S051259150614,0.065600000000000,"59",-123.162226,49.267418,65633.306,0.000000000000000,0.000000000000000,
276,"59150615",2021S051259150615,0.064100000000000,"59",-123.159977,49.265683,64089.682,0.000000000000000,0.000000000000000,
277,"59150616",2021S051259150616,0.048900000000000,"59",-123.157945,49.267205,48897.588,0.000000000000000,0.000000000000000,
278,"59150617",2021S051259150617,0.032000000000000,"59",-123.156426,49.265636,32004.208,0.000000000000000,0.000000000000000,
279,"59150618",2021S051259150618,0.047800000000000,"59",-123.154037,49.266023,47755.965,0.000000000000000,0.000000000000000,
280,"59150619",2021S051259150619,0.053000000000000,"59",-123.156427,49.264342,52976.423,0.000000000000000,0.000000000000000,
281,"59150620",2021S051259150620,0.066500000000000,"59",-123.151671,49.265518,66531.349,0.000000000000000,0.000000000000000,2218.030000
282,"59150621",2021S051259150621,0.049800000000000,"59",-123.153954,49.267703,49761.197,0.000000000000000,0.000000000000000,
283,"59150622",2021S051259150622,0.034200000000000,"59",-123.153923,49.269027,34247.661,0.000000000000000,0.000000000000000,
284,"59150623",2021S051259150623,0.034300000000000,"59",-123.151551,49.268989,34308.270,0.000000000000000,0.000000000000000,
285,"59150624",2021S051259150624,0.033700000000000,"59",-123.152699,49.270342,33713.730,0.000000000000000,0.000000000000000,
286,"59150625",2021S051259150625,0.033200000000000,"59",-123.152667,49.271217,33151.181,0.000000000000000,0.000000000000000,
287,"59150626",2021S051259150626,0.034600000000000,"59",-123.149099,49.270719,34625.268,0.000000000000000,0.000000000000000,
288,"59150627",2021S051259150627,0.092600000000000,"59",-123.148053,49.272483,92612.969,511.032727658059173,0.551793915606414,7926.718000
289,"59150628",2021S051259150628,0.066900000000000,"59",-123.146766,49.268933,66935.647,0.000000000000000,0.000000000000000,
290,"59150629",2021S051259150629,0.051700000000000,"59",-123.149169,49.268527,51661.402,0.000000000000000,0.000000000000000,
291,"59150633",2021S051259150633,0.054100000000000,"59",-123.143818,49.262882,54076.104,0.000000000000000,0.000000000000000,
292,"59150634",2021S051259150634,0.035000000000000,"59",-123.142282,49.261783,35029.407,0.000000000000000,0.000000000000000,
293,"59150635",2021S051259150635,0.036300000000000,"59",-123.144676,49.260856,36306.510,0.000000000000000,0.000000000000000,
294,"59150636",2021S051259150636,0.035900000000000,"59",-123.142351,49.259916,35870.185,0.000000000000000,0.000000000000000,
295,"59150637",2021S051259150637,0.088100000000000,"59",-123.143833,49.258343,88050.453,0.000000000000000,0.000000000000000,19670.673000
296,"59150638",2021S051259150638,0.055700000000000,"59",-123.139990,49.258451,55701.591,0.000000000000000,0.000000000000000,
297,"59150639",2021S051259150639,0.027300000000000,"59",-123.137684,49.258174,27255.458,0.000000000000000,0.000000000000000,
298,"59150640",2021S051259150640,0.037700000000000,"59",-123.137482,49.259840,37732.932,0.000000000000000,0.000000000000000,
299,"59150641",2021S051259150641,0.035600000000000,"59",-123.135086,49.258840,35605.109,0.000000000000000,0.000000000000000,
300,"59150642",2021S051259150642,0.037200000000000,"59",-123.133864,49.260233,37161.060,0.000000000000000,0.000000000000000,
301,"59150643",2021S051259150643,0.035200000000000,"59",-123.132738,49.258805,35151.095,0.000000000000000,0.000000000000000,
302,"59150644",2021S051259150644,0.036200000000000,"59",-123.130326,49.259710,36224.022,0.000000000000000,0.000000000000000,
303,"59150645",2021S051259150645,0.070800000000000,"59",-123.129608,49.257892,70765.328,0.000000000000000,0.000000000000000,
304,"59150646",2021S051259150646,0.036700000000000,"59",-123.127924,49.259687,36709.244,0.000000000000000,0.000000000000000,
305,"59150647",2021S051259150647,0.036000000000000,"59",-123.125571,49.258695,35999.581,0.000000000000000,0.000000000000000,
306,"59150648",2021S051259150648,0.019300000000000,"59",-123.125522,49.260113,19308.804,0.000000000000000,0.000000000000000,
307,"59150649",2021S051259150649,0.186600000000000,"59",-123.123078,49.261602,186584.785,0.000000000000000,0.000000000000000,
308,"59150650",2021S051259150650,0.034400000000000,"59",-123.123186,49.258667,34425.025,0.000000000000000,0.000000000000000,
309,"59150651",2021S051259150651,0.028900000000000,"59",-123.121038,49.258634,28942.024,0.000000000000000,0.000000000000000,
310,"59150652",2021S051259150652,0.040400000000000,"59",-123.123627,49.257407,40376.679,0.000000000000000,0.000000000000000,
311,"59150653",2021S051259150653,0.044600000000000,"59",-123.121903,49.256296,44612.708,0.000000000000000,0.000000000000000,
312,"59150654",2021S051259150654,0.058700000000000,"59",-123.125064,49.256051,58703.911,0.000000000000000,0.000000000000000,
313,"59150655",2021S051259150655,0.061700000000000,"59",-123.125941,49.253945,61732.005,0.000000000000000,0.000000000000000,
314,"59150656",2021S051259150656,0.079000000000000,"59",-123.128638,49.255443,78964.705,0.000000000000000,0.000000000000000,
315,"59150657",2021S051259150657,0.436200000000000,"59",-123.134054,49.254546,436181.811,0.000000000000000,0.000000000000000,14511.219000
316,"59150658",2021S051259150658,0.125100000000000,"59",-123.125028,49.250717,125146.558,0.000000000000000,0.000000000000000,
317,"59150659",2021S051259150659,0.201500000000000,"59",-123.129785,49.249127,201526.711,0.000000000000000,0.000000000000000,
318,"59150660",2021S051259150660,0.266300000000000,"59",-123.135565,49.249615,266285.866,0.000000000000000,0.000000000000000,
319,"59150661",2021S051259150661,0.302800000000000,"59",-123.135807,49.244584,302786.581,0.000000000000000,0.000000000000000,15286.022000
320,"59150662",2021S051259150662,0.281800000000000,"59",-123.142401,49.248105,281845.078,0.000000000000000,0.000000000000000,
321,"59150663",2021S051259150663,0.277600000000000,"59",-123.141855,49.242426,277612.939,0.000000000000000,0.000000000000000,
322,"59150664",2021S051259150664,0.273100000000000,"59",-123.147999,49.247758,273112.975,0.000000000000000,0.000000000000000,
323,"59150665",2021S051259150665,0.170600000000000,"59",-123.145246,49.239913,170620.591,0.000000000000000,0.000000000000000,
324,"59150666",2021S051259150666,0.288100000000000,"59",-123.144356,49.236261,288132.592,0.000000000000000,0.000000000000000,
325,"59150667",2021S051259150667,0.227300000000000,"59",-123.135548,49.235950,227267.071,0.000000000000000,0.000000000000000,
326,"59150668",2021S051259150668,0.385900000000000,"59",-123.133541,49.239545,388199.592,0.000000000000000,0.000000000000000,223614.448000
327,"59150669",2021S051259150669,0.087000000000000,"59",-123.129606,49.235563,87026.782,0.000000000000000,0.000000000000000,
328,"59150670",2021S051259150670,0.188900000000000,"59",-123.130130,49.243894,188854.032,0.000000000000000,0.000000000000000,
329,"59150671",2021S051259150671,0.411800000000000,"59",-123.124377,49.244963,411764.896,0.000000000000000,0.000000000000000,12599.339000
330,"59150672",2021S051259150672,0.171200000000000,"59",-123.118294,49.244440,171224.974,0.000000000000000,0.000000000000000,532845.366000
331,"59150673",2021S051259150673,0.144500000000000,"59",-123.118336,49.248087,144470.868,0.000000000000000,0.000000000000000,
332,"59150674",2021S051259150674,0.112500000000000,"59",-123.120341,49.249809,112519.708,0.000000000000000,0.000000000000000,
333,"59150675",2021S051259150675,0.091400000000000,"59",-123.116750,49.252327,91381.889,0.000000000000000,0.000000000000000,
334,"59150676",2021S051259150676,0.081400000000000,"59",-123.114043,49.250997,81394.461,0.000000000000000,0.000000000000000,
335,"59150677",2021S051259150677,0.089400000000000,"59",-123.111343,49.250923,89393.988,0.000000000000000,0.000000000000000,
336,"59150678",2021S051259150678,0.083200000000000,"59",-123.112519,49.253867,83197.843,0.000000000000000,0.000000000000000,
337,"59150679",2021S051259150679,0.064000000000000,"59",-123.112900,49.255658,64046.782,0.000000000000000,0.000000000000000,1416.529000
338,"59150680",2021S051259150680,0.119400000000000,"59",-123.110117,49.257576,119357.823,0.000000000000000,0.000000000000000,11185.715000
339,"59150681",2021S051259150681,0.061000000000000,"59",-123.108776,49.256230,60978.213,0.000000000000000,0.000000000000000,1416.529000
340,"59150682",2021S051259150682,0.101600000000000,"59",-123.106506,49.254982,101633.050,0.000000000000000,0.000000000000000,
341,"59150683",2021S051259150683,0.091600000000000,"59",-123.106796,49.252774,91562.821,0.000000000000000,0.000000000000000,
342,"59150684",2021S051259150684,0.094600000000000,"59",-123.102631,49.254366,94607.886,0.000000000000000,0.000000000000000,4036.933000
343,"59150685",2021S051259150685,0.110300000000000,"59",-123.102832,49.250571,110336.337,0.000000000000000,0.000000000000000,
344,"59150686",2021S051259150686,0.045700000000000,"59",-123.099846,49.249953,45682.033,0.000000000000000,0.000000000000000,
345,"59150687",2021S051259150687,0.057100000000000,"59",-123.101858,49.248153,57141.418,0.000000000000000,0.000000000000000,
346,"59150688",2021S051259150688,0.076900000000000,"59",-123.098991,49.246979,76906.330,0.000000000000000,0.000000000000000,
347,"59150689",2021S051259150689,0.090000000000000,"59",-123.104625,49.247292,89988.706,0.000000000000000,0.000000000000000,
348,"59150690",2021S051259150690,0.086800000000000,"59",-123.103004,49.244843,86815.419,0.000000000000000,0.000000000000000,
349,"59150691",2021S051259150691,0.091400000000000,"59",-123.101027,49.242221,91389.439,0.000000000000000,0.000000000000000,
350,"59150692",2021S051259150692,0.081200000000000,"59",-123.098411,49.242488,81237.300,0.000000000000000,0.000000000000000,
351,"59150693",2021S051259150693,0.072400000000000,"59",-123.097388,49.244808,72393.375,0.000000000000000,0.000000000000000,
352,"59150694",2021S051259150694,0.185700000000000,"59",-123.093763,49.242137,185666.061,0.000000000000000,0.000000000000000,
353,"59150695",2021S051259150695,0.414000000000000,"59",-123.093951,49.236647,413962.933,0.000000000000000,0.000000000000000,
354,"59150696",2021S051259150696,0.064000000000000,"59",-123.092223,49.244572,63959.772,0.000000000000000,0.000000000000000,
355,"59150697",2021S051259150697,0.098000000000000,"59",-123.092134,49.247123,97974.378,0.000000000000000,0.000000000000000,
356,"59150698",2021S051259150698,0.079000000000000,"59",-123.095687,49.247160,79012.258,0.000000000000000,0.000000000000000,
357,"59150699",2021S051259150699,0.116700000000000,"59",-123.094015,49.249572,116724.333,0.000000000000000,0.000000000000000,
358,"59150700",2021S051259150700,0.113200000000000,"59",-123.096015,49.251165,113227.043,0.000000000000000,0.000000000000000,12172.817000
359,"59150701",2021S051259150701,0.082700000000000,"59",-123.097932,49.252824,82737.247,0.000000000000000,0.000000000000000,
360,"59150702",2021S051259150702,0.031500000000000,"59",-123.098690,49.254301,31506.688,0.000000000000000,0.000000000000000,
361,"59150703",2021S051259150703,0.059100000000000,"59",-123.095207,49.254250,59069.443,0.000000000000000,0.000000000000000,
362,"59150704",2021S051259150704,0.087600000000000,"59",-123.098037,49.255749,87607.604,0.000000000000000,0.000000000000000,
363,"59150705",2021S051259150705,0.055700000000000,"59",-123.099176,49.257343,55708.729,0.000000000000000,0.000000000000000,2633.233000
364,"59150706",2021S051259150706,0.020500000000000,"59",-123.099737,49.258836,20468.973,0.000000000000000,0.000000000000000,
365,"59150707",2021S051259150707,0.026600000000000,"59",-123.097389,49.259179,26638.409,0.000000000000000,0.000000000000000,
366,"59150708",2021S051259150708,0.105100000000000,"59",-123.094974,49.258795,105139.699,0.000000000000000,0.000000000000000,
367,"59150709",2021S051259150709,0.135700000000000,"59",-123.098515,49.261191,135673.446,0.000000000000000,0.000000000000000,
368,"59150710",2021S051259150710,0.067700000000000,"59",-123.093347,49.261641,67673.099,0.000000000000000,0.000000000000000,
369,"59150711",2021S051259150711,0.069000000000000,"59",-123.098259,49.263572,68959.427,0.000000000000000,0.000000000000000,
370,"59150712",2021S051259150712,0.044400000000000,"59",-123.092661,49.263279,44368.619,0.000000000000000,0.000000000000000,
371,"59150713",2021S051259150713,0.070300000000000,"59",-123.094622,49.264719,70308.495,0.000000000000000,0.000000000000000,10447.014000
372,"59150714",2021S051259150714,0.014300000000000,"59",-123.091980,49.265706,14289.246,0.000000000000000,0.000000000000000,
373,"59150715",2021S051259150715,0.028300000000000,"59",-123.091029,49.264797,28303.366,0.000000000000000,0.000000000000000,
374,"59150716",2021S051259150716,0.028800000000000,"59",-123.090064,49.263413,28785.167,0.000000000000000,0.000000000000000,5471.234000
375,"59150717",2021S051259150717,0.029100000000000,"59",-123.088133,49.263399,29068.850,0.000000000000000,0.000000000000000,5471.234000
376,"59150718",2021S051259150718,0.028100000000000,"59",-123.087136,49.264763,28076.065,0.000000000000000,0.000000000000000,
377,"59150719",2021S051259150719,0.028400000000000,"59",-123.085216,49.263846,28449.467,0.000000000000000,0.000000000000000,
378,"59150720",2021S051259150720,0.075800000000000,"59",-123.085243,49.265337,75830.765,1518.718387011846062,2.002773393170654,31742.202000
379,"59150721",2021S051259150721,0.029100000000000,"59",-123.082320,49.263356,29120.786,0.000000000000000,0.000000000000000,
380,"59150722",2021S051259150722,0.029300000000000,"59",-123.085241,49.262924,29279.990,0.000000000000000,0.000000000000000,
381,"59150723",2021S051259150723,0.044800000000000,"59",-123.084964,49.261670,44799.244,0.000000000000000,0.000000000000000,
382,"59150724",2021S051259150724,0.056700000000000,"59",-123.087249,49.261090,56721.829,0.000000000000000,0.000000000000000,
383,"59150725",2021S051259150725,0.056600000000000,"59",-123.087733,49.259272,56626.910,0.000000000000000,0.000000000000000,
384,"59150726",2021S051259150726,0.056400000000000,"59",-123.090600,49.260886,56403.932,0.000000000000000,0.000000000000000,
385,"59150727",2021S051259150727,0.078300000000000,"59",-123.091034,49.258485,78280.989,0.000000000000000,0.000000000000000,16494.447000
386,"59150728",2021S051259150728,0.043000000000000,"59",-123.093402,49.256875,43046.668,0.000000000000000,0.000000000000000,
387,"59150729",2021S051259150729,0.085100000000000,"59",-123.091876,49.255095,85053.312,0.000000000000000,0.000000000000000,
388,"59150730",2021S051259150730,0.071800000000000,"59",-123.091777,49.252570,71822.114,0.000000000000000,0.000000000000000,
389,"59150731",2021S051259150731,0.077400000000000,"59",-123.087290,49.252689,77446.688,0.000000000000000,0.000000000000000,
390,"59150732",2021S051259150732,0.076500000000000,"59",-123.088516,49.250470,76466.252,0.000000000000000,0.000000000000000,
391,"59150733",2021S051259150733,0.088500000000000,"59",-123.085636,49.250032,88457.028,0.000000000000000,0.000000000000000,
392,"59150734",2021S051259150734,0.093300000000000,"59",-123.088228,49.246882,93276.799,0.000000000000000,0.000000000000000,
393,"59150737",2021S051259150737,0.055900000000000,"59",-123.083083,49.257014,55868.127,0.000000000000000,0.000000000000000,
394,"59150738",2021S051259150738,0.061400000000000,"59",-123.078539,49.257077,61421.129,0.000000000000000,0.000000000000000,
395,"59150739",2021S051259150739,0.057300000000000,"59",-123.077868,49.255342,57250.176,0.000000000000000,0.000000000000000,
396,"59150740",2021S051259150740,0.059600000000000,"59",-123.079435,49.258727,59552.997,0.000000000000000,0.000000000000000,
397,"59150741",2021S051259150741,0.078900000000000,"59",-123.075367,49.258266,78947.179,0.000000000000000,0.000000000000000,42986.379000
398,"59150742",2021S051259150742,0.084900000000000,"59",-123.075576,49.261004,84901.754,0.000000000000000,0.000000000000000,4728.787000
399,"59150743",2021S051259150743,0.087900000000000,"59",-123.079447,49.261026,87879.355,0.000000000000000,0.000000000000000,16561.736000
400,"59150744",2021S051259150744,0.042700000000000,"59",-123.082375,49.261061,42749.576,0.000000000000000,0.000000000000000,
401,"59150745",2021S051259150745,0.071700000000000,"59",-123.083586,49.259039,71720.866,0.000000000000000,0.000000000000000,
402,"59150746",2021S051259150746,0.064400000000000,"59",-123.087206,49.257393,64352.923,0.000000000000000,0.000000000000000,
403,"59150747",2021S051259150747,0.086800000000000,"59",-123.079420,49.263808,86816.858,0.000000000000000,0.000000000000000,
404,"59150748",2021S051259150748,0.041100000000000,"59",-123.076561,49.263693,41053.251,0.000000000000000,0.000000000000000,
405,"59150749",2021S051259150749,0.114800000000000,"59",-123.075274,49.265893,114801.279,0.000000000000000,0.000000000000000,
406,"59150750",2021S051259150750,0.906100000000000,"59",-123.089281,49.268609,906132.324,507454.823225127649494,56.002286869043523,819.723000
407,"59150751",2021S051259150751,0.873100000000000,"59",-123.088086,49.273475,873066.086,695546.863573091919534,79.667149451347555,151557.663000
408,"59150752",2021S051259150752,0.039800000000000,"59",-123.091346,49.276506,39825.209,0.000000000000000,0.000000000000000,
409,"59150753",2021S051259150753,0.028300000000000,"59",-123.092615,49.277549,28255.653,0.000000000000000,0.000000000000000,
410,"59150754",2021S051259150754,0.042800000000000,"59",-123.091271,49.278569,42823.761,0.000000000000000,0.000000000000000,
411,"59150755",2021S051259150755,0.051600000000000,"59",-123.095311,49.278507,51632.353,0.000000000000000,0.000000000000000,
412,"59150756",2021S051259150756,0.024200000000000,"59",-123.095280,49.277139,24222.724,1200.015977319417289,4.954091736123324,
413,"59150757",2021S051259150757,0.078800000000000,"59",-123.098407,49.278481,78778.768,2624.307749590296226,3.331237362350134,
414,"59150758",2021S051259150758,0.027300000000000,"59",-123.095366,49.279854,27307.437,0.000000000000000,0.000000000000000,
415,"59150759",2021S051259150759,0.049100000000000,"59",-123.096570,49.280809,49125.337,0.000000000000000,0.000000000000000,
416,"59150760",2021S051259150760,0.031200000000000,"59",-123.095466,49.281747,31204.571,0.000000000000000,0.000000000000000,
417,"59150761",2021S051259150761,0.035000000000000,"59",-123.096523,49.283156,34951.205,0.000000000000000,0.000000000000000,
418,"59150762",2021S051259150762,0.078800000000000,"59",-123.096289,49.284242,78801.493,6465.010015917622695,8.204172022133585,
419,"59150763",2021S051259150763,0.030400000000000,"59",-123.098609,49.282224,30402.113,0.000000000000000,0.000000000000000,
420,"59150777",2021S051259150777,0.015600000000000,"59",-123.116832,49.276328,15555.375,0.000000000000000,0.000000000000000,
421,"59150779",2021S051259150779,0.016700000000000,"59",-123.122966,49.276093,16733.148,0.000000000000000,0.000000000000000,
422,"59150782",2021S051259150782,0.016300000000000,"59",-123.125310,49.279688,16261.727,0.000000000000000,0.000000000000000,
423,"59150784",2021S051259150784,0.017000000000000,"59",-123.127487,49.276951,16987.642,0.000000000000000,0.000000000000000,
424,"59150785",2021S051259150785,0.048800000000000,"59",-123.128091,49.275286,48791.129,0.000000000000000,0.000000000000000,
425,"59150786",2021S051259150786,0.017100000000000,"59",-123.126108,49.273972,17128.585,0.000000000000000,0.000000000000000,
426,"59150787",2021S051259150787,0.009700000000000,"59",-123.124891,49.273584,9691.997,0.000000000000000,0.000000000000000,
427,"59150788",2021S051259150788,0.024500000000000,"59",-123.123253,49.274291,24502.614,0.000000000000000,0.000000000000000,
428,"59150790",2021S051259150790,0.042100000000000,"59",-123.132370,49.275674,42064.851,0.000000000000000,0.000000000000000,2512.476000
429,"59150791",2021S051259150791,0.018300000000000,"59",-123.131080,49.277160,18289.568,0.000000000000000,0.000000000000000,
430,"59150792",2021S051259150792,0.024400000000000,"59",-123.132885,49.277917,24414.724,0.000000000000000,0.000000000000000,
431,"59150793",2021S051259150793,0.022300000000000,"59",-123.131806,49.278669,22260.180,0.000000000000000,0.000000000000000,
432,"59150795",2021S051259150795,0.048000000000000,"59",-123.131822,49.280082,47962.006,0.000000000000000,0.000000000000000,
433,"59150816",2021S051259150816,0.012700000000000,"59",-123.135296,49.285128,12748.471,0.000000000000000,0.000000000000000,
434,"59150817",2021S051259150817,0.026700000000000,"59",-123.136954,49.284820,26743.897,0.000000000000000,0.000000000000000,801.521000
435,"59150819",2021S051259150819,0.013400000000000,"59",-123.137434,49.283721,13429.134,0.000000000000000,0.000000000000000,
436,"59150820",2021S051259150820,0.013200000000000,"59",-123.138506,49.283014,13170.502,0.000000000000000,0.000000000000000,
437,"59150821",2021S051259150821,0.015300000000000,"59",-123.137219,49.282188,15329.642,0.000000000000000,0.000000000000000,801.736000
438,"59150822",2021S051259150822,0.015800000000000,"59",-123.136157,49.282907,15823.483,0.000000000000000,0.000000000000000,
439,"59150823",2021S051259150823,0.018200000000000,"59",-123.134681,49.281946,18160.096,0.000000000000000,0.000000000000000,
440,"59150824",2021S051259150824,0.017600000000000,"59",-123.135756,49.281241,17567.718,0.000000000000000,0.000000000000000,801.736000
441,"59150827",2021S051259150827,0.034900000000000,"59",-123.139021,49.281023,34908.665,2219.567072497433401,6.358212477766348,100402.869000
442,"59150828",2021S051259150828,0.050000000000000,"59",-123.140524,49.282324,50035.588,6063.836594943328237,12.119047306513874,99799.782000
443,"59150831",2021S051259150831,0.023600000000000,"59",-123.142270,49.283862,23602.625,2273.127021377858910,9.630822734305609,99799.782000
444,"59150832",2021S051259150832,0.049600000000000,"59",-123.142408,49.285895,49580.445,6152.220452063064840,12.408562482079425,105287.811000
445,"59150837",2021S051259150837,0.018600000000000,"59",-123.135720,49.288177,18560.326,0.000000000000000,0.000000000000000,
446,"59150840",2021S051259150840,0.017500000000000,"59",-123.133604,49.289605,17475.272,0.000000000000000,0.000000000000000,
447,"59150841",2021S051259150841,0.018000000000000,"59",-123.132551,49.290295,18003.739,0.000000000000000,0.000000000000000,
448,"59150845",2021S051259150845,0.027000000000000,"59",-123.133754,49.286906,26983.275,0.000000000000000,0.000000000000000,
449,"59150846",2021S051259150846,0.026200000000000,"59",-123.134831,49.286196,26196.845,0.000000000000000,0.000000000000000,802.047000
450,"59150850",2021S051259150850,0.143300000000000,"59",-123.122348,49.286845,143334.327,0.000000000000000,0.000000000000000,1030.256000
451,"59150859",2021S051259150859,0.015300000000000,"59",-123.141415,49.290479,15286.173,0.000000000000000,0.000000000000000,804.141000
452,"59150861",2021S051259150861,0.023500000000000,"59",-123.142767,49.289582,23469.304,0.000000000000000,0.000000000000000,
453,"59150863",2021S051259150863,0.054400000000000,"59",-123.142144,49.288313,54419.535,3423.089171454056668,6.290184555818630,101999.088000
454,"59150864",2021S051259150864,0.017700000000000,"59",-123.139943,49.289531,17716.235,0.000000000000000,0.000000000000000,
455,"59150865",2021S051259150865,0.035900000000000,"59",-123.138910,49.288154,35871.749,0.000000000000000,0.000000000000000,
456,"59150866",2021S051259150866,0.017900000000000,"59",-123.137299,49.289207,17927.326,0.000000000000000,0.000000000000000,
457,"59150871",2021S051259150871,0.313800000000000,"59",-123.144236,49.275947,313833.327,72196.815300148038659,23.004827416915504,243119.815000
458,"59150872",2021S051259150872,0.077800000000000,"59",-123.148202,49.275702,77838.513,0.000000000000000,0.000000000000000,
459,"59150873",2021S051259150873,0.062900000000000,"59",-123.151233,49.274202,62851.267,46037.757947729456646,73.248734330887828,
460,"59150874",2021S051259150874,0.171000000000000,"59",-123.153138,49.274440,170974.644,86135.625700873075402,50.379181212494757,165779.448000
461,"59150875",2021S051259150875,0.033900000000000,"59",-123.156199,49.271723,33935.973,0.000000000000000,0.000000000000000,
