GEO_NAME,employed,unemployed,5 to 14 years,african american,all occupations,average total income of household in 2020 ($),between 7 a.m. and 7:59 a.m.,"black, n.o.s.","caucasian (white), n.o.s.",chinese,filipino,government transfers (%),indigenous identity,major repairs needed,median value of dwellings ($),movers,"no certificate, diploma or degree",not in the labour force,one-maintainer household,"postsecondary certificate, diploma or degree",public transit,renter,"south asian, n.o.s.",spending 30% or more of income on shelter costs,total visible minority population,under 5 years,average number of rooms per dwelling,2000 and before,65 years and over
59150960,51.515151515151516,6.779661016949152,16.1,0.0,93.9,-1.4210854715202004e-14,17.6,0.0,0.0,41.1,0.0,1.7,0.0,0.0,55.0314465408805,12.3,5.1,48.0,32.1,71.2,0.0,17.9,0.0,39.3,47.2,9.7,8.1,78.49999999999999,39.2
59150961,46.0,13.541666666666666,16.7,0.0,96.6,80.49223320556789,18.2,0.0,0.0,14.2,0.0,8.5,0.0,0.0,65.51362683438155,25.2,0.0,32.608695652173914,35.1,75.0,27.3,24.3,0.0,24.3,33.0,6.7,7.6,70.3,35.1
59150962,55.55555555555556,3.75,17.6,0.0,100.0,77.8696792414767,28.6,0.0,0.0,33.7,0.0,4.3,0.0,0.0,59.22431865828092,21.3,12.5,28.888888888888886,41.9,73.8,0.0,38.7,0.0,29.0,38.9,17.6,7.9,54.9,29.1
59150963,51.162790697674424,3.79746835443038,15.8,0.0,100.0,82.10611256808554,15.4,0.0,2.1,34.7,0.0,6.1,0.0,12.1,65.51362683438155,16.0,7.6,25.0,42.4,69.6,0.0,30.3,0.0,31.3,46.9,18.4,7.7,63.6,6.1
59150964,31.666666666666664,4.672897196261682,14.5,0.0,98.0,92.7173693766391,12.9,0.0,0.0,30.8,7.5,17.4,7.5,3.0,55.0314465408805,10.9,13.1,37.5,82.1,60.7,45.2,70.1,0.0,46.3,42.5,5.5,4.5,88.0,67.2
59150965,51.02040816326531,6.593406593406594,18.6,0.0,94.4,86.34254589469437,15.2,0.0,0.0,42.6,3.7,9.0,0.0,5.7,65.51362683438155,13.0,8.8,30.952380952380953,45.7,63.7,18.2,25.7,0.0,35.3,65.4,9.3,7.1,62.900000000000006,5.7
59150966,51.11111111111111,5.05050505050505,25.0,0.0,98.2,88.96509985878555,20.0,0.0,2.6,50.9,0.0,11.3,0.0,11.1,68.39622641509433,9.0,9.1,41.509433962264154,44.4,64.6,13.3,36.1,0.0,32.4,77.0,9.7,6.6,75.0,19.4
59150967,48.07692307692308,6.25,18.3,0.0,94.6,87.3512204962679,25.0,0.0,0.0,55.2,0.0,11.2,0.0,15.4,72.0649895178197,10.5,9.4,38.63636363636363,46.2,62.5,25.0,25.6,0.0,38.5,65.7,13.3,6.4,69.2,35.9
59150968,43.90243902439025,9.523809523809524,16.7,0.0,95.3,91.28505144240468,33.3,0.0,0.0,32.3,2.2,14.4,0.0,5.3,65.51362683438155,9.6,6.0,48.837209302325576,36.8,78.3,16.7,26.3,0.0,31.6,54.8,7.1,7.2,71.1,39.5
59150969,54.71698113207547,1.8181818181818181,12.8,0.0,100.0,72.0193665523502,13.9,0.0,0.0,31.1,0.0,5.4,0.0,4.5,53.45911949685535,6.7,11.0,28.07017543859649,40.9,69.7,8.3,20.5,0.0,27.3,45.2,10.6,8.7,65.89999999999999,31.8
59150970,44.230769230769226,8.51063829787234,15.6,0.0,97.9,83.31652208997377,14.3,0.0,0.0,33.0,0.0,8.7,0.0,4.8,59.22431865828092,7.8,6.4,48.837209302325576,31.0,72.3,14.3,14.3,0.0,39.0,43.3,11.1,7.4,78.49999999999999,42.800000000000004
59150971,50.90909090909091,4.901960784313726,11.8,0.0,94.6,84.52693161186201,20.8,0.0,0.0,35.7,1.7,8.5,0.0,4.8,62.89308176100629,10.4,7.8,44.44444444444444,42.9,69.6,20.8,9.5,0.0,33.3,47.0,15.7,8.7,71.4,40.5
59150972,54.166666666666664,9.523809523809524,16.7,0.0,98.3,91.18418398224733,23.3,0.0,0.0,29.2,0.0,13.4,0.0,5.7,65.51362683438155,18.5,5.7,50.877192982456144,52.8,74.3,16.7,50.9,0.0,42.3,40.8,16.7,5.8,60.400000000000006,28.4
59150973,53.84615384615385,3.061224489795918,15.6,0.0,98.3,83.11478716965907,25.0,0.0,0.0,19.7,2.5,6.4,0.0,0.0,72.0649895178197,9.0,14.3,36.95652173913043,47.6,68.4,7.1,21.4,0.0,26.2,41.5,15.6,6.4,81.0,19.1
59150974,51.92307692307693,5.263157894736842,11.1,0.0,96.5,89.26770223925762,19.2,0.0,6.9,37.3,0.0,9.5,0.0,8.9,72.0649895178197,25.5,5.3,32.55813953488372,51.1,72.6,30.8,40.0,0.0,34.1,54.4,6.7,5.8,77.8,19.9
59150975,61.29032258064516,7.751937984496124,10.7,0.0,95.5,88.6624974783135,28.6,0.0,6.7,12.0,0.0,7.1,2.0,6.6,81.23689727463312,19.7,10.1,31.818181818181817,36.1,78.3,31.0,54.1,0.0,34.4,26.5,10.7,5.2,83.6,6.6
59150976,41.81818181818181,2.912621359223301,18.4,0.0,98.1,87.45208795642526,17.9,0.0,6.0,41.9,0.0,7.8,0.0,6.8,65.25157232704402,17.1,7.8,45.83333333333333,54.5,68.0,14.3,31.8,0.0,37.8,49.6,10.2,6.7,74.99999999999999,36.4
59150977,60.810810810810814,7.042253521126761,27.8,0.0,96.9,84.3251966915473,23.1,0.0,1.9,17.3,0.0,6.0,0.0,4.6,77.30607966457023,14.9,8.5,32.35294117647059,52.3,66.2,21.2,47.7,0.0,38.1,37.7,9.3,5.6,81.5,20.0
59150978,45.94594594594595,4.3478260869565215,16.1,0.0,100.0,83.51825701028848,22.2,0.0,0.0,30.1,0.0,7.3,0.0,0.0,65.51362683438155,20.5,5.8,46.875,41.2,69.6,11.1,23.5,0.0,31.4,42.7,9.7,7.7,76.5,35.3
59150979,35.714285714285715,7.59493670886076,8.3,0.0,92.1,84.72866653217672,0.0,0.0,0.0,47.1,0.0,7.0,0.0,0.0,52.41090146750524,3.5,17.7,45.94594594594595,57.6,63.3,13.3,21.2,0.0,41.2,61.2,16.7,8.1,78.8,42.5
59150980,56.25,3.4090909090909087,20.4,0.0,96.1,84.93040145249142,16.7,0.0,0.0,33.3,0.0,10.4,0.0,5.6,59.22431865828092,26.3,10.2,43.58974358974359,38.9,75.0,30.0,16.7,0.0,38.2,70.7,6.1,7.2,75.1,33.3
59150981,44.44444444444444,5.47945205479452,20.0,0.0,97.8,73.83498083518256,15.8,0.0,0.0,47.9,0.0,3.4,0.0,0.0,45.59748427672956,7.4,9.6,34.21052631578947,38.5,71.2,0.0,15.4,0.0,36.0,61.3,20.0,8.1,61.5,15.4
59150982,50.0,5.0,27.8,0.0,95.3,86.54428081500907,16.7,0.0,0.0,33.3,0.0,11.8,0.0,0.0,61.320754716981135,9.4,11.3,45.23809523809524,61.8,72.5,0.0,14.7,0.0,32.4,62.1,8.3,8.2,79.39999999999999,47.0
59150983,62.264150943396224,2.8846153846153846,6.1,0.0,98.3,77.8696792414767,15.8,0.0,0.0,39.7,3.3,6.4,0.0,4.9,59.22431865828092,15.8,11.5,46.0,43.9,62.5,7.9,17.1,0.0,19.0,62.0,12.2,8.2,78.0,39.0
59150984,37.5,5.681818181818182,20.8,0.0,97.8,81.70264272745612,13.6,0.0,0.0,31.7,3.8,9.2,0.0,0.0,59.22431865828092,13.5,8.0,37.5,45.7,71.6,0.0,28.6,0.0,32.4,62.5,11.3,8.4,77.00000000000001,34.2
59150985,43.75,2.0,15.4,0.0,100.0,85.33387129312084,15.4,0.0,0.0,37.7,3.5,8.1,0.0,4.7,59.22431865828092,18.4,8.0,53.84615384615385,53.5,63.0,19.2,23.3,0.0,45.2,64.0,9.6,8.2,67.4,32.6
59150986,44.44444444444444,0.0,21.1,0.0,100.0,88.35989509784143,15.4,0.0,0.0,63.6,5.1,9.4,0.0,6.5,59.22431865828092,21.2,11.0,45.65217391304348,41.9,57.1,7.7,12.9,0.0,45.2,83.7,8.8,7.2,71.0,32.3
59150987,47.05882352941176,3.289473684210526,17.4,0.0,97.6,90.37724430098851,15.1,0.0,1.7,17.1,5.7,14.3,1.7,15.5,68.39622641509433,6.9,10.5,40.298507462686565,61.9,64.5,17.0,61.9,0.0,34.9,38.9,6.5,5.4,90.5,47.6
59151198,57.89473684210527,7.446808510638298,14.3,0.0,95.8,93.80673794633852,13.2,0.0,0.0,22.0,21.0,23.6,0.0,4.5,85.03668763102725,17.2,16.0,17.857142857142858,59.1,50.0,35.8,70.5,0.0,31.1,94.9,2.9,3.9,88.6,18.1
59151199,43.58974358974359,4.225352112676056,17.0,0.0,95.1,91.78938874319144,16.1,0.0,0.0,17.1,23.2,28.0,0.0,0.0,81.23689727463312,12.3,21.1,33.33333333333333,40.0,59.2,19.4,44.0,0.0,23.1,92.7,0.0,5.4,84.0,32.0
59151200,54.90196078431373,9.615384615384617,11.1,0.0,95.7,89.36856969941496,20.4,0.0,0.0,29.8,16.5,24.4,0.0,6.5,85.16771488469601,8.4,22.1,34.61538461538461,32.3,42.3,13.0,29.0,0.0,25.8,96.7,2.5,5.6,42.0,25.8
59151201,70.45454545454545,6.024096385542169,11.1,0.0,98.1,89.97377446035908,14.0,0.0,0.0,19.6,29.9,22.4,0.0,11.1,85.16771488469601,7.1,20.5,47.368421052631575,25.9,50.6,34.9,44.4,0.0,26.9,99.0,7.9,5.7,59.2,14.8
59151202,47.05882352941176,2.4390243902439024,4.1,0.0,100.0,91.18418398224733,21.4,0.0,0.0,23.5,12.7,24.2,0.0,7.7,85.16771488469601,2.9,28.0,31.25,42.3,48.8,21.4,30.8,0.0,38.5,95.1,4.1,6.3,57.599999999999994,15.4
59151203,46.51162790697674,2.083333333333333,15.8,0.0,98.4,90.47811176114585,18.6,0.0,0.0,12.2,23.5,21.8,0.0,5.7,83.85744234800839,5.3,21.9,18.867924528301888,48.6,51.0,28.8,45.7,0.0,11.4,90.4,6.6,5.5,74.2,22.8
59151204,60.0,7.8125,8.5,0.0,98.9,91.38591890256203,23.7,0.0,0.0,4.1,22.6,23.8,0.0,5.0,83.85744234800839,15.3,14.1,26.984126984126984,35.0,48.4,44.7,65.0,6.8,25.0,95.2,9.8,4.9,62.5,10.0
59151205,55.172413793103445,5.357142857142857,17.1,0.0,100.0,90.37724430098851,18.8,0.0,0.0,0.0,16.4,24.8,0.0,0.0,86.47798742138365,6.1,10.7,22.22222222222222,16.7,64.3,21.9,61.1,0.0,23.5,97.0,4.9,5.2,55.5,11.1
59151206,54.54545454545454,4.807692307692308,12.5,0.0,100.0,90.27637684083115,17.9,0.0,0.0,22.7,16.0,22.2,4.2,6.3,82.54716981132076,3.4,15.4,28.000000000000004,34.4,49.0,19.6,34.4,0.0,21.2,90.8,4.7,6.0,78.2,21.9
59151207,57.77777777777777,9.278350515463918,16.1,0.0,95.7,90.98244906193261,19.6,0.0,0.0,10.7,24.1,27.0,0.0,6.9,85.16771488469601,30.4,14.4,22.641509433962266,13.8,49.5,35.7,37.9,0.0,32.1,93.8,0.0,6.0,65.5,13.8
59151208,59.375,5.426356589147287,12.3,0.0,100.0,93.4032681057091,12.3,0.0,0.0,13.8,12.4,25.4,0.0,0.0,83.85744234800839,26.2,17.1,23.076923076923077,44.7,55.8,49.4,55.3,0.0,34.0,90.3,5.5,5.2,72.39999999999999,31.9
59151209,56.451612903225815,3.508771929824561,15.1,0.0,100.0,90.67984668146056,26.4,0.0,0.0,22.0,15.2,17.8,1.5,0.0,87.78825995807128,6.1,20.2,40.38461538461539,34.9,41.2,17.0,16.3,0.0,18.6,81.7,4.1,6.6,76.8,34.900000000000006
59151211,44.18604651162791,4.651162790697675,11.7,0.0,100.0,91.58765382287675,20.6,0.0,0.0,55.1,12.2,18.6,0.0,5.4,78.61635220125785,7.1,23.3,44.18604651162791,45.9,51.2,11.8,29.7,0.0,24.3,94.9,3.3,6.8,78.3,45.9
59151213,51.92307692307693,5.714285714285714,11.8,0.0,98.3,89.87290700020174,20.0,0.0,0.0,20.7,5.8,18.4,0.0,0.0,78.61635220125785,11.8,11.4,38.88888888888889,45.2,53.3,22.2,31.0,7.4,22.0,75.2,9.8,6.8,78.6,35.6
59151214,25.806451612903224,4.918032786885246,13.9,0.0,91.7,95.47105103893483,18.8,0.0,0.0,28.4,0.0,29.6,0.0,6.1,95.25681341719077,3.0,21.3,51.724137931034484,69.7,49.2,12.5,36.4,0.0,45.5,61.2,5.6,4.2,87.89999999999999,54.599999999999994
59151215,57.77777777777777,8.333333333333332,18.2,0.0,96.5,90.88158160177527,23.1,0.0,0.0,14.3,8.9,19.4,0.0,0.0,93.0293501048218,7.3,8.3,33.33333333333333,31.4,53.6,20.5,45.7,0.0,20.0,70.5,9.1,5.4,88.50000000000001,22.8
59151216,54.6875,7.82608695652174,11.6,0.0,97.3,92.59632842445028,21.7,0.0,1.4,12.3,3.6,16.6,0.0,20.0,95.71540880503144,13.9,7.8,34.0,62.9,70.4,15.2,25.7,0.0,21.4,37.0,4.7,4.5,91.4,28.5
59151217,62.857142857142854,6.779661016949152,0.0,0.0,97.7,91.58765382287675,21.4,0.0,0.0,14.7,4.4,13.6,4.4,10.3,93.0293501048218,0.0,6.8,28.000000000000004,41.4,74.6,10.7,31.0,0.0,0.0,23.5,14.3,6.0,100.00000000000001,27.6
59151219,60.0,5.633802816901409,13.2,0.0,100.0,87.3512204962679,21.7,0.0,0.0,51.9,3.7,14.0,0.0,11.5,78.61635220125785,8.5,15.5,32.25806451612903,23.1,54.9,8.7,26.9,6.2,0.0,77.8,5.3,7.7,100.0,26.9
59151220,58.97435897435898,5.714285714285714,25.6,0.0,95.6,88.15816017752672,43.5,0.0,0.0,43.8,0.0,15.6,2.3,17.2,81.23689727463312,10.2,14.3,38.70967741935484,41.4,71.4,0.0,24.1,0.0,17.2,78.4,10.3,7.2,79.30000000000001,27.6
59151221,44.15584415584416,12.977099236641221,7.7,0.0,97.3,95.66269921323381,10.4,0.0,2.6,12.9,16.1,37.6,1.3,13.0,0.0,11.8,13.0,43.39622641509434,65.2,61.1,22.9,95.7,0.0,26.5,69.0,5.1,3.9,88.39999999999999,37.699999999999996
59151222,46.3768115942029,4.761904761904762,9.5,0.0,100.0,90.98244906193261,32.0,0.0,0.0,48.5,0.0,19.2,1.5,0.0,73.37526205450735,7.5,15.9,46.42857142857143,50.0,40.5,8.0,25.0,0.0,33.3,87.4,2.7,6.5,47.7,36.3
59151223,51.61290322580645,11.11111111111111,18.4,0.0,96.1,90.47811176114585,13.7,0.0,0.0,38.7,8.0,19.8,0.0,0.0,81.23689727463312,16.9,19.7,33.33333333333333,40.5,52.1,19.6,40.5,0.0,29.3,86.8,11.8,6.1,64.3,21.5
59151224,57.647058823529406,7.28476821192053,11.8,0.0,98.0,91.68852128303409,21.7,0.0,0.0,44.3,12.0,16.6,0.0,3.2,79.92662473794549,12.7,16.6,30.303030303030305,48.4,56.3,20.3,45.2,0.0,30.6,83.7,5.4,5.9,46.8,20.9
59151225,58.333333333333336,11.650485436893204,13.0,0.0,90.8,90.5789792213032,25.6,0.0,0.0,42.1,9.1,24.2,0.0,8.1,82.54716981132076,3.3,15.5,36.36363636363637,32.4,54.4,25.6,40.5,0.0,24.3,82.6,3.7,6.5,67.5,21.6
59151226,45.76271186440678,3.7383177570093453,12.7,0.0,100.0,91.28505144240468,23.7,0.0,0.0,51.2,0.0,18.6,0.0,0.0,78.61635220125785,7.4,23.4,41.66666666666667,46.5,51.4,21.1,20.9,0.0,37.2,85.2,4.2,6.7,62.699999999999996,37.3
59151227,52.0,3.1578947368421053,18.0,0.0,96.9,89.97377446035908,17.5,0.0,0.0,42.7,20.0,16.0,0.0,0.0,81.23689727463312,6.4,12.6,20.0,55.0,61.1,15.0,32.5,0.0,30.8,83.6,4.9,6.5,72.5,30.0
59151228,44.642857142857146,1.8867924528301887,12.5,0.0,96.4,92.29372604397821,20.0,0.0,0.0,37.8,0.0,19.8,0.0,0.0,85.9538784067086,5.9,15.1,40.816326530612244,53.3,52.8,10.0,42.2,0.0,13.0,59.7,6.3,6.2,95.6,28.799999999999997
59151229,56.17977528089888,4.3478260869565215,16.9,0.0,98.2,91.99112366350616,15.4,0.0,1.4,43.2,26.8,21.5,0.9,11.8,94.33962264150944,13.3,15.8,38.94736842105263,41.2,46.2,34.1,17.6,0.0,19.1,81.6,7.7,5.8,97.0,33.800000000000004
59151230,59.45945945945946,0.0,10.8,0.0,100.0,91.99112366350616,17.9,0.0,0.0,12.2,0.0,18.4,0.0,6.9,86.6090146750524,0.0,16.9,39.39393939393939,37.9,52.1,28.6,62.1,3.7,21.4,42.7,13.5,6.0,96.60000000000001,27.5
59151231,62.857142857142854,5.88235294117647,21.1,0.0,97.7,88.35989509784143,20.0,0.0,0.0,17.3,7.4,15.0,0.0,0.0,94.07756813417191,7.5,13.2,35.294117647058826,33.3,72.1,15.0,7.4,0.0,0.0,32.1,0.0,7.2,100.0,37.0
59151234,40.0,11.363636363636363,14.3,0.0,100.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,8.7,96.96016771488469,4.3,13.6,38.88888888888889,56.5,45.5,18.8,69.6,0.0,0.0,37.5,0.0,5.2,104.3,60.8
59151236,56.12244897959183,3.35195530726257,14.8,0.0,99.1,93.24188016945733,11.1,0.0,3.0,9.5,10.3,19.5,2.6,11.4,93.0293501048218,6.1,10.6,30.864197530864196,46.6,56.4,15.6,68.2,0.0,17.2,50.4,13.6,5.5,97.7,31.799999999999997
59151237,44.89795918367347,4.081632653061225,19.4,0.0,96.5,92.39459350413557,21.4,0.0,0.0,19.5,9.7,18.6,0.0,4.3,83.85744234800839,6.2,10.2,34.0,50.0,64.3,21.4,30.4,0.0,21.7,46.5,12.9,6.9,76.10000000000001,34.8
59151351,61.44578313253012,4.285714285714286,16.0,0.0,100.0,93.10066572523704,18.3,0.0,0.0,18.0,19.8,20.0,0.0,0.0,98.27044025157232,16.3,9.3,19.298245614035086,48.4,51.4,39.0,25.0,0.0,29.0,78.6,7.4,4.2,92.2,14.1
59151352,58.139534883720934,7.4074074074074066,8.9,0.0,98.1,91.99112366350616,23.3,0.0,2.1,32.6,7.4,24.8,5.3,6.3,89.09853249475891,7.4,17.3,36.84210526315789,31.3,40.7,46.7,40.6,0.0,19.4,76.8,4.4,5.2,87.6,18.8
59151353,58.536585365853654,4.819277108433735,4.4,0.0,100.0,89.77203954004437,25.0,0.0,0.0,30.3,18.2,21.0,5.1,0.0,85.16771488469601,11.6,13.3,35.714285714285715,25.9,48.2,41.7,37.0,0.0,25.9,78.8,6.7,6.0,81.4,25.9
59151354,64.28571428571429,10.256410256410255,18.2,0.0,92.7,93.60500302602381,15.0,0.0,0.0,39.8,30.7,28.4,0.0,0.0,85.16771488469601,3.4,20.5,26.47058823529412,40.6,41.0,52.5,40.6,0.0,29.0,87.6,3.6,5.3,65.6,21.9
59151355,48.93617021276596,9.183673469387756,15.0,0.0,96.6,92.19285858382085,8.1,0.0,0.0,25.6,23.1,23.8,0.0,10.0,85.03668763102725,8.6,21.4,34.61538461538461,42.5,50.0,35.1,40.0,0.0,27.5,83.8,3.3,6.0,77.5,27.5
59151356,56.666666666666664,7.943925233644859,11.8,0.0,98.0,95.01714746822675,18.5,0.0,1.7,33.6,27.1,23.7,2.6,7.5,98.53249475890985,7.4,15.0,21.052631578947366,58.9,55.6,43.5,33.6,0.0,24.8,84.7,9.2,3.5,90.6,22.5
59151357,52.0,8.088235294117647,19.8,0.0,97.5,90.98244906193261,11.7,0.0,0.0,23.5,20.1,22.4,0.0,0.0,81.23689727463312,17.4,25.0,35.0,37.5,47.8,36.7,37.5,0.0,20.8,85.9,2.5,6.0,54.2,33.3
59151358,58.333333333333336,2.1052631578947367,21.2,0.0,98.4,91.58765382287675,13.0,0.0,0.0,19.4,27.8,23.2,6.5,11.1,86.6090146750524,12.0,21.1,24.444444444444443,50.0,37.9,51.9,58.3,0.0,22.2,75.7,0.0,4.9,80.6,13.9
59151359,50.943396226415096,7.207207207207207,10.6,0.0,100.0,89.57030461972967,26.0,0.0,0.0,33.1,15.3,17.2,0.0,10.8,86.6090146750524,13.6,13.5,31.03448275862069,18.9,57.7,28.0,35.1,0.0,15.8,74.8,4.3,6.2,86.4,40.5
59151360,50.0,7.216494845360824,16.4,0.0,96.7,91.99112366350616,19.0,0.0,0.0,40.6,8.5,20.0,0.0,7.5,85.03668763102725,4.7,23.7,26.53061224489796,55.0,40.2,31.0,42.5,0.0,22.5,78.1,0.0,6.2,75.0,40.0
59151361,52.083333333333336,4.878048780487805,15.1,0.0,100.0,92.99979826507969,5.7,0.0,0.0,39.1,15.2,23.8,0.0,6.3,85.16771488469601,15.1,13.4,42.857142857142854,40.6,54.9,40.0,43.8,0.0,31.3,87.0,3.8,6.2,84.4,28.1
59151362,48.214285714285715,4.62962962962963,15.5,0.0,96.6,92.89893080492233,15.6,0.0,0.0,55.0,7.5,23.8,0.0,4.8,85.16771488469601,5.1,22.2,43.13725490196079,42.9,44.4,20.0,33.3,0.0,26.2,80.0,4.2,5.9,69.1,33.4
59151363,49.01960784313725,8.108108108108109,15.7,0.0,100.0,92.39459350413557,12.5,0.0,0.0,34.1,8.1,22.4,0.0,10.6,85.03668763102725,5.7,25.2,36.666666666666664,51.1,37.8,22.9,34.0,0.0,25.5,82.3,4.3,5.7,61.7,29.8
59151364,52.459016393442624,4.166666666666666,13.6,0.0,97.3,92.29372604397821,20.4,0.0,0.0,61.9,5.0,21.0,0.0,8.3,83.85744234800839,12.3,30.0,33.89830508474576,41.7,46.7,20.4,31.3,0.0,27.1,85.7,7.4,6.0,72.89999999999999,25.099999999999998
59151365,60.0,5.714285714285714,11.1,0.0,100.0,90.98244906193261,16.7,0.0,0.0,51.2,7.3,20.0,0.0,0.0,81.23689727463312,16.3,15.7,25.806451612903224,37.9,61.4,27.8,55.2,0.0,16.7,79.5,0.0,5.8,58.60000000000001,17.200000000000003
59151366,56.75675675675676,5.128205128205128,20.9,0.0,96.3,91.78938874319144,13.9,0.0,0.0,55.4,3.3,17.2,0.0,0.0,81.23689727463312,16.3,17.9,26.82926829268293,30.0,55.1,30.6,46.7,0.0,27.6,72.5,9.3,5.6,66.6,23.4
59151367,41.66666666666667,8.823529411764707,12.7,0.0,93.7,92.0919911236635,19.6,0.0,0.0,53.8,0.0,20.6,0.0,4.9,85.16771488469601,8.4,20.6,30.18867924528302,26.8,45.1,23.9,26.8,0.0,34.1,82.5,6.3,6.1,78.10000000000001,36.599999999999994
59151368,51.78571428571429,6.481481481481481,12.3,0.0,93.7,93.60500302602381,19.0,0.0,0.0,54.5,1.6,26.0,0.0,0.0,83.85744234800839,14.8,21.3,41.509433962264154,40.5,48.1,26.2,35.7,0.0,16.7,81.3,12.3,6.1,76.3,40.5
59151369,48.38709677419355,10.2803738317757,15.4,0.0,93.8,91.58765382287675,15.4,0.0,0.0,37.7,7.4,19.0,0.0,4.3,82.54716981132076,7.4,16.8,42.22222222222222,45.7,58.9,17.9,39.1,0.0,22.2,82.9,3.1,6.2,69.6,23.8
59151370,42.465753424657535,4.724409448818897,10.1,0.0,98.5,91.58765382287675,13.8,0.0,0.0,47.2,7.6,21.2,2.8,3.8,85.03668763102725,11.2,22.8,33.92857142857143,44.2,40.9,15.5,40.4,0.0,17.6,83.3,7.6,5.7,76.89999999999999,28.900000000000002
59151371,61.29032258064516,4.166666666666666,9.0,0.0,100.0,89.97377446035908,15.3,0.0,0.0,34.9,11.4,17.6,0.0,0.0,83.85744234800839,9.4,15.0,34.48275862068966,39.2,58.3,23.7,41.2,0.0,17.6,72.7,9.0,6.0,64.6,27.4
59151372,52.38095238095239,6.896551724137931,11.8,0.0,93.0,91.99112366350616,29.3,0.0,0.0,38.8,0.0,21.0,0.0,8.6,81.23689727463312,10.2,26.4,31.11111111111111,40.0,46.0,24.4,31.4,0.0,31.4,83.5,7.8,6.4,68.6,14.3
59151373,39.130434782608695,11.510791366906476,17.0,0.0,93.7,90.67984668146056,21.6,0.0,2.5,31.8,8.9,18.0,0.0,3.3,83.85744234800839,15.4,20.1,38.57142857142858,46.7,48.2,37.3,40.0,0.0,39.3,75.3,2.3,5.4,70.1,23.3
59151407,65.21739130434783,7.777777777777778,4.9,0.0,100.0,93.80673794633852,25.6,0.0,0.0,26.9,8.7,23.2,1.9,0.0,83.85744234800839,20.6,16.7,35.55555555555556,36.8,51.1,33.3,68.4,0.0,34.2,67.6,7.3,4.7,65.8,13.2
59151408,32.69230769230769,10.843373493975903,12.8,0.0,91.7,96.83276175105911,17.4,0.0,3.1,15.6,8.3,49.2,10.4,19.6,0.0,11.5,20.5,46.875,76.1,41.0,30.4,91.3,0.0,22.2,67.7,14.9,3.7,95.7,39.099999999999994
59151409,43.18181818181818,6.329113924050633,18.2,0.0,100.0,96.6310268307444,19.4,0.0,0.0,21.1,8.4,51.2,7.3,23.5,81.23689727463312,10.5,24.1,47.22222222222222,52.9,35.4,41.7,82.4,0.0,27.3,71.9,9.1,5.3,73.60000000000001,11.8
59151410,47.05882352941176,6.422018348623854,16.2,0.0,97.0,90.5789792213032,17.4,0.0,0.0,58.0,5.9,20.6,0.0,4.9,83.85744234800839,5.0,23.9,31.57894736842105,31.7,36.7,21.7,26.8,0.0,17.1,85.0,0.0,6.3,78.1,41.5
59151411,61.904761904761905,2.3622047244094486,14.1,0.0,100.0,91.48678636271939,13.4,0.0,2.1,45.2,18.5,18.4,4.8,4.1,82.54716981132076,10.3,24.4,29.6875,38.8,47.2,17.9,34.7,0.0,35.4,78.1,2.6,6.0,73.5,24.5
59151412,51.66666666666667,4.918032786885246,7.7,0.0,100.0,91.8902562033488,22.2,0.0,0.0,48.6,2.9,21.2,2.2,10.9,82.54716981132076,9.5,16.4,30.64516129032258,45.7,48.4,37.8,43.5,0.0,26.1,70.3,12.3,6.2,67.3,13.0
59151413,52.85714285714286,7.462686567164178,12.2,0.0,93.5,93.70587048618115,19.7,0.0,0.0,35.1,5.4,23.4,5.4,6.7,83.85744234800839,16.3,25.4,24.615384615384617,43.3,48.5,37.9,50.0,0.0,28.8,65.5,4.9,5.7,76.6,26.7
59151414,52.0,8.16326530612245,16.3,0.0,97.9,92.29372604397821,20.0,0.0,0.0,48.5,1.8,23.2,0.0,3.2,85.16771488469601,11.8,23.8,29.577464788732392,47.6,49.7,18.5,34.9,0.0,23.0,71.8,6.3,5.6,65.10000000000001,22.200000000000003
59151415,51.61290322580645,4.0,10.1,0.0,100.0,93.60500302602381,15.8,0.0,0.0,45.5,5.2,24.0,3.0,7.3,85.16771488469601,6.7,20.8,39.682539682539684,41.8,51.2,29.8,34.5,0.0,22.2,74.8,0.0,5.3,56.4,34.5
59151416,55.319148936170215,10.0,15.7,0.0,96.8,91.78938874319144,17.5,0.0,0.0,35.0,6.8,18.0,3.9,4.9,83.85744234800839,5.9,17.8,21.428571428571427,48.8,50.0,20.0,65.9,0.0,15.0,63.7,3.9,5.0,65.8,12.2
59151417,55.00000000000001,2.5316455696202533,19.0,0.0,97.9,93.10066572523704,20.0,0.0,0.0,31.3,0.0,23.0,8.3,0.0,81.23689727463312,10.4,22.8,42.5,48.6,45.6,22.9,51.4,0.0,34.3,51.0,4.8,6.0,82.89999999999999,34.3
59151418,41.37931034482759,10.112359550561797,12.3,0.0,96.4,95.87452087956426,21.6,0.0,7.1,27.6,20.4,32.0,4.1,0.0,87.78825995807128,10.3,15.7,21.875,55.1,52.8,35.1,65.3,0.0,26.5,57.7,10.5,4.1,87.70000000000002,38.8
59151419,56.25,10.0,10.0,0.0,91.5,94.41194270728263,36.8,0.0,0.0,39.4,7.4,23.4,2.1,0.0,85.16771488469601,20.2,20.0,34.883720930232556,50.0,50.0,31.6,45.2,0.0,40.5,77.9,8.0,4.7,71.3,30.9
