GEO_NAME,employed,unemployed,5 to 14 years,african american,all occupations,average total income of household in 2020 ($),between 7 a.m. and 7:59 a.m.,"black, n.o.s.","caucasian (white), n.o.s.",chinese,filipino,government transfers (%),indigenous identity,major repairs needed,median value of dwellings ($),movers,"no certificate, diploma or degree",not in the labour force,one-maintainer household,"postsecondary certificate, diploma or degree",public transit,renter,"south asian, n.o.s.",spending 30% or more of income on shelter costs,total visible minority population,under 5 years,average number of rooms per dwelling,2000 and before,65 years and over
59150605,68.88888888888889,4.819277108433735,15.0,0.0,100.0,88.35989509784143,21.4,0.0,0.0,5.3,2.1,8.6,0.0,11.1,78.61635220125785,20.2,7.2,24.324324324324326,53.3,80.7,16.7,42.2,0.0,24.4,10.6,10.0,4.9,97.8,24.4
59150606,63.76811594202898,9.16030534351145,6.5,0.0,97.9,88.05729271736938,20.5,0.0,4.1,13.5,0.0,7.3,2.7,0.0,85.56079664570231,18.2,3.8,27.419354838709676,47.7,79.4,17.9,44.6,0.0,33.8,20.3,10.9,4.9,92.30000000000001,21.5
59150607,74.69879518072288,3.9473684210526314,13.0,0.0,98.2,91.66834779100262,30.8,0.0,1.8,8.4,1.2,7.4,1.8,5.6,89.22955974842768,21.7,3.3,27.941176470588236,57.8,78.3,23.1,51.1,1.2,33.0,22.9,10.9,4.4,92.2,18.8
59150608,68.51851851851852,2.8846153846153846,22.2,1.7,98.7,88.56163001815614,23.3,0.0,2.6,6.0,0.0,7.5,0.0,0.0,89.09853249475891,23.3,5.8,29.411764705882355,57.9,82.7,25.6,45.6,0.0,26.3,22.0,8.3,4.3,91.30000000000001,21.0
59150609,69.76744186046511,5.88235294117647,24.2,0.0,97.1,88.25902763768408,26.7,0.0,8.7,4.8,3.8,7.1,0.0,0.0,81.23689727463312,21.4,2.4,14.285714285714285,45.8,82.4,24.4,58.3,0.0,23.4,20.2,0.0,4.8,62.49999999999999,16.7
59150610,77.19298245614034,9.734513274336283,16.7,0.0,98.9,91.8902562033488,38.9,0.0,1.7,7.4,0.0,10.2,1.7,9.4,93.0293501048218,29.2,2.7,10.714285714285714,53.1,71.7,33.3,48.4,0.0,21.0,16.5,6.7,4.1,87.5,15.6
59150611,72.58064516129032,7.563025210084033,18.8,0.0,100.0,88.46076255799879,17.0,0.0,0.0,3.5,5.6,8.1,0.0,9.7,78.61635220125785,30.2,3.4,17.543859649122805,43.5,82.4,17.0,59.7,0.0,27.9,20.3,18.8,5.2,85.50000000000001,14.5
59150612,55.73770491803278,9.00900900900901,12.9,0.0,93.5,91.62800080693968,31.6,0.0,2.5,11.0,0.0,10.5,2.5,4.6,78.61635220125785,16.8,4.5,28.57142857142857,58.5,80.2,23.7,61.5,0.0,38.5,25.2,12.9,4.3,70.80000000000001,26.1
59150613,63.49206349206349,3.361344537815126,26.7,0.0,100.0,88.61206374823482,16.3,0.0,1.4,14.4,0.0,8.3,0.0,0.0,89.09853249475891,31.0,3.4,26.31578947368421,49.2,80.7,11.6,49.2,0.0,26.6,31.5,17.8,4.3,73.8,12.3
59150614,68.85245901639344,5.3097345132743365,13.2,0.0,100.0,89.41900342949364,12.7,0.0,0.0,7.6,0.0,8.0,1.5,7.7,87.00209643605871,15.4,6.2,15.686274509803921,58.5,76.1,21.8,52.3,0.0,32.8,23.7,10.5,4.7,86.2,15.399999999999999
59150615,57.692307692307686,5.617977528089887,12.5,0.0,98.4,90.78071414161792,29.0,0.0,0.0,0.0,1.9,9.4,1.9,11.3,79.92662473794549,19.0,4.5,25.0,56.6,76.4,29.0,64.2,0.0,42.3,20.8,0.0,4.4,77.3,26.4
59150616,75.0,5.263157894736842,12.5,0.0,98.9,93.08049223320556,34.0,0.0,1.6,4.0,0.0,8.4,7.9,16.2,91.71907756813417,26.0,4.4,9.433962264150944,58.8,73.7,17.0,82.4,0.0,29.4,18.3,12.5,3.2,91.2,5.8
59150617,57.89473684210527,4.9504950495049505,9.1,0.0,98.7,91.14383699818438,14.7,0.0,2.0,5.9,2.0,9.6,0.0,6.1,94.33962264150944,13.7,5.9,13.636363636363635,59.1,78.2,8.8,71.2,0.0,33.8,19.6,0.0,3.3,93.89999999999999,15.1
59150618,72.6027397260274,2.9850746268656714,20.0,0.0,99.0,94.65402461166028,29.0,0.0,0.0,5.5,1.4,12.4,0.0,14.0,96.59329140461216,23.1,4.5,21.311475409836063,67.7,84.3,21.0,73.1,0.0,36.2,16.6,0.0,3.2,96.7,14.0
59150619,72.88135593220339,7.207207207207207,28.3,0.0,96.6,90.90175509380674,31.7,0.0,0.0,7.8,0.0,9.2,0.0,11.8,90.40880503144655,13.5,9.0,25.0,58.8,77.5,12.2,66.2,0.0,32.8,21.7,8.7,4.2,77.89999999999999,20.6
59150620,54.71698113207547,3.0927835051546393,11.1,0.0,98.2,96.02582206980028,34.4,0.0,0.0,2.9,0.0,24.2,5.8,12.3,96.59329140461216,16.7,12.4,40.909090909090914,72.3,72.2,31.3,75.4,0.0,28.8,16.7,13.9,3.6,100.10000000000001,43.1
59150621,59.64912280701754,8.60215053763441,8.3,0.0,95.7,93.36292112164615,30.8,0.0,2.1,2.1,0.0,12.7,3.1,10.8,96.69811320754717,19.8,5.4,18.91891891891892,67.7,77.4,23.1,69.2,0.0,35.4,17.5,12.5,3.0,96.89999999999999,32.4
59150622,76.19047619047619,8.641975308641975,8.7,0.0,100.0,92.99979826507969,21.1,0.0,4.8,0.0,0.0,8.2,0.0,10.2,95.64989517819707,26.2,0.0,15.0,66.1,82.7,26.3,76.3,0.0,28.8,16.7,13.0,3.2,96.6,13.6
59150623,75.86206896551724,5.825242718446602,24.0,0.0,100.0,93.32257413758322,28.9,0.0,6.3,6.3,0.0,8.4,3.6,5.9,93.81551362683439,26.6,1.9,15.217391304347828,57.4,83.5,18.4,72.1,0.0,29.9,15.3,0.0,3.4,92.5,8.8
59150624,76.27118644067797,7.142857142857142,10.3,0.0,96.9,93.08049223320556,13.8,0.0,6.8,1.7,0.0,11.3,1.7,9.1,96.96016771488469,19.1,2.7,9.25925925925926,66.2,79.5,19.0,80.5,0.0,33.8,12.7,6.9,3.2,92.2,16.9
59150625,72.58064516129032,3.669724770642202,14.6,0.0,97.7,90.65967318942909,25.5,0.0,2.5,7.6,5.9,6.0,1.7,5.4,86.74004192872117,27.1,3.7,14.893617021276595,62.2,79.8,17.0,78.4,0.0,36.1,25.6,0.0,3.3,90.49999999999999,12.2
59150626,65.57377049180327,9.433962264150944,15.6,0.0,96.4,94.16986080290498,20.4,0.0,2.7,5.3,0.0,12.5,1.8,17.8,93.0293501048218,17.1,1.9,13.953488372093023,65.8,82.1,22.4,68.5,0.0,35.6,19.5,6.3,3.5,97.2,19.2
59150627,72.22222222222221,2.912621359223301,20.0,0.0,100.0,90.88158160177527,22.2,0.0,3.3,15.7,2.5,6.3,1.7,12.9,92.37421383647799,30.6,7.8,22.448979591836736,61.3,78.6,5.6,41.9,0.0,33.9,27.9,14.3,4.2,96.80000000000001,12.899999999999999
59150628,62.66666666666667,7.142857142857142,12.5,0.0,96.2,91.30522493443615,32.6,0.0,2.0,8.7,2.7,9.2,0.0,6.4,94.33962264150944,23.0,3.6,18.461538461538463,72.3,71.4,19.6,59.6,0.0,35.1,24.8,10.0,3.5,76.60000000000001,13.899999999999999
59150629,70.3125,7.142857142857142,19.4,0.0,100.0,94.65402461166028,23.5,0.0,2.5,8.5,2.5,13.4,1.7,6.6,95.64989517819707,22.2,4.5,18.75,65.8,76.8,17.6,67.1,0.0,38.7,18.6,6.5,3.1,97.4,14.399999999999999
59150633,67.1875,5.833333333333333,13.5,0.0,98.9,93.08049223320556,30.2,0.0,3.1,10.9,2.3,8.7,1.6,6.3,93.68448637316563,21.9,4.2,12.727272727272727,60.0,81.5,22.6,58.8,0.0,34.6,25.8,8.1,3.6,93.89999999999999,20.0
59150634,69.0909090909091,9.70873786407767,11.8,0.0,98.9,94.25055477103086,22.5,0.0,0.0,1.9,0.0,9.4,1.9,5.9,95.71540880503144,25.5,3.9,10.416666666666668,60.3,83.5,22.5,73.5,0.0,32.4,16.0,0.0,3.3,97.10000000000001,7.300000000000001
59150635,71.42857142857143,3.508771929824561,9.3,0.0,100.0,93.44361508977204,20.8,0.0,1.6,10.2,0.0,9.5,0.0,15.1,96.30503144654088,19.8,2.6,20.689655172413794,63.0,83.3,11.3,49.3,0.0,32.4,31.3,4.7,3.5,101.3,16.4
59150636,65.51724137931035,5.454545454545454,9.1,0.0,98.9,94.81541254791205,18.4,0.0,5.4,4.5,0.0,12.7,3.6,8.6,91.71907756813417,16.1,2.7,18.867924528301888,69.1,80.0,28.6,82.7,0.0,38.0,17.9,12.1,3.2,94.89999999999999,17.3
59150637,62.5,4.587155963302752,13.9,0.0,97.3,89.97377446035908,21.7,0.0,1.6,6.6,4.1,9.6,1.6,5.6,81.23689727463312,29.2,1.8,30.18867924528302,56.3,76.1,15.2,63.4,0.0,47.1,19.5,5.6,4.1,83.2,39.4
59150638,73.97260273972603,4.761904761904762,23.5,0.0,97.9,93.12083921726851,35.8,0.0,0.0,5.3,0.0,12.5,1.5,9.8,83.85744234800839,25.0,1.6,24.528301886792452,57.3,77.8,22.6,85.4,0.0,45.8,18.3,14.7,3.9,98.69999999999999,21.9
59150639,68.25396825396825,3.0,21.4,0.0,100.0,91.42626588662498,42.1,0.0,1.8,7.1,0.0,8.8,1.8,6.0,96.30503144654088,11.8,2.0,29.72972972972973,67.2,80.0,7.9,23.9,0.0,22.4,16.8,17.9,3.5,80.6,25.4
59150640,66.66666666666666,10.144927536231885,10.3,0.0,100.0,95.62235222917087,29.2,0.0,0.0,4.0,0.0,15.6,0.0,0.0,0.0,16.4,2.9,23.333333333333332,74.5,82.6,16.7,100.0,0.0,44.2,28.9,0.0,2.8,100.0,19.6
59150641,76.11940298507463,7.5,14.7,0.0,97.1,94.69437159572323,19.7,0.0,4.0,6.4,4.0,12.7,2.4,7.2,92.37421383647799,24.2,4.2,7.4074074074074066,66.3,73.3,18.0,88.0,0.0,37.8,24.0,20.6,3.4,90.30000000000001,10.8
59150642,87.83783783783784,5.185185185185185,15.6,0.0,98.4,93.52430905789792,24.2,0.0,2.1,6.3,2.1,10.1,2.8,8.2,95.64989517819707,31.5,2.2,4.918032786885246,61.2,77.8,25.8,88.2,0.0,38.8,34.5,26.7,3.2,98.80000000000001,10.600000000000001
59150643,61.40350877192983,4.672897196261682,10.0,0.0,96.1,93.2015331853944,33.3,0.0,4.3,12.9,0.0,12.5,0.0,19.7,94.33962264150944,17.2,6.5,18.0,60.6,75.7,20.4,73.2,0.0,29.6,36.2,16.7,3.4,98.7,22.499999999999996
59150644,71.875,7.4074074074074066,12.5,0.0,100.0,94.57333064353439,17.0,0.0,5.3,15.0,4.4,11.4,2.7,17.5,94.33962264150944,22.1,3.7,18.181818181818183,71.3,79.6,21.3,71.3,0.0,38.5,27.2,12.5,3.0,98.8,21.3
59150645,71.7948717948718,0.0,25.0,0.0,100.0,92.69719588460762,37.9,0.0,0.0,7.8,2.2,14.4,2.2,10.2,86.47798742138365,24.7,5.1,25.0,63.3,70.9,13.8,67.3,0.0,36.7,24.4,8.3,4.0,75.49999999999999,20.4
59150646,75.0,4.166666666666666,21.2,0.0,100.0,94.41194270728263,33.9,0.0,2.5,12.4,0.0,7.9,2.5,3.5,96.96016771488469,25.6,1.7,12.76595744680851,63.5,83.3,20.3,88.2,0.0,29.4,33.1,9.1,3.0,91.7,12.899999999999999
59150647,78.18181818181819,3.0,14.3,0.0,100.0,91.38591890256203,34.8,0.0,0.0,5.7,0.0,6.2,0.0,0.0,93.68448637316563,25.0,6.0,27.906976744186046,62.9,83.0,8.7,45.2,0.0,27.9,26.4,21.4,4.0,88.70000000000002,12.899999999999999
59150648,68.18181818181817,5.405405405405405,0.0,0.0,100.0,0.0,33.3,0.0,0.0,0.0,7.9,0.0,0.0,13.8,0.0,26.3,0.0,13.333333333333334,69.0,73.0,11.1,86.2,0.0,0.0,26.3,0.0,3.0,99.89999999999999,10.3
59150649,70.1492537313433,5.0,21.6,0.0,97.8,90.17550938067379,30.0,0.0,7.1,18.1,3.1,6.7,0.0,4.0,92.37421383647799,18.9,4.2,20.754716981132077,61.3,86.7,8.0,58.7,0.0,26.7,48.4,7.8,3.7,50.7,17.3
59150650,54.166666666666664,9.75609756097561,12.2,0.0,96.7,89.67117207988703,21.4,0.0,6.2,8.2,2.1,9.2,0.0,8.0,94.33962264150944,12.8,4.9,17.647058823529413,58.0,81.7,14.3,22.0,0.0,22.4,32.0,4.9,4.0,94.0,28.0
59150651,64.28571428571429,5.633802816901409,17.9,0.0,98.1,87.75469033689731,16.2,0.0,0.0,26.4,17.2,7.5,0.0,7.3,93.68448637316563,51.7,8.5,17.24137931034483,58.5,77.5,24.3,46.3,0.0,36.6,53.4,7.1,3.8,56.10000000000001,14.700000000000001
59150652,72.46376811594203,5.128205128205128,24.1,0.0,99.0,91.2648779503732,20.4,0.0,2.1,18.1,6.3,10.4,1.4,7.6,94.07756813417191,15.4,6.8,10.416666666666668,54.5,77.8,24.1,43.9,0.0,22.7,47.9,11.1,4.2,95.5,10.6
59150653,73.58490566037736,5.05050505050505,18.2,0.0,98.8,92.39459350413557,30.6,0.0,1.9,21.2,6.7,10.6,0.0,7.5,93.68448637316563,28.8,8.1,13.043478260869565,60.4,73.7,21.0,49.1,0.0,29.6,41.7,15.2,4.3,92.60000000000001,9.4
59150654,67.3076923076923,5.263157894736842,0.0,0.0,98.6,91.99112366350616,23.4,0.0,3.6,15.5,3.6,10.2,0.0,10.5,94.60167714884696,20.4,4.2,23.25581395348837,56.1,78.9,21.3,54.4,0.0,32.1,30.9,5.6,4.2,82.5,21.1
59150655,64.44444444444444,7.228915662650602,11.1,0.0,98.2,91.8902562033488,28.6,0.0,0.0,32.3,0.0,11.4,8.1,11.9,85.16771488469601,19.4,8.4,31.57894736842105,64.3,79.5,21.4,52.4,0.0,33.3,42.4,14.8,5.1,88.1,16.6
59150656,72.72727272727273,12.195121951219512,15.6,0.0,96.9,94.10934032681057,20.0,0.0,0.0,18.2,3.4,13.6,3.4,12.0,86.47798742138365,26.1,3.7,21.62162162162162,66.0,78.0,13.3,80.0,0.0,38.0,37.9,9.4,4.1,88.0,12.0
59150657,42.592592592592595,6.185567010309279,13.0,0.0,92.5,45.99556183175308,17.6,0.0,1.9,53.3,0.0,2.3,0.0,18.2,39.30817610062893,12.1,5.2,32.55813953488372,56.8,76.3,20.6,18.2,0.0,32.6,65.7,3.7,7.4,84.0,47.7
59150658,66.66666666666666,5.217391304347826,22.2,0.0,100.0,83.31652208997377,27.3,0.0,1.5,15.3,6.1,6.7,3.0,6.9,79.92662473794549,19.8,3.5,21.818181818181817,39.7,84.3,15.9,29.3,0.0,19.0,31.8,15.6,5.7,77.5,24.1
59150659,52.38095238095239,6.837606837606838,16.1,0.0,98.7,78.07141416179141,21.2,0.0,0.0,41.2,0.0,5.9,3.1,9.8,61.320754716981135,24.4,8.5,25.454545454545453,41.2,72.9,15.2,47.1,0.0,29.4,66.4,9.7,5.9,84.30000000000001,23.6
59150660,53.333333333333336,3.614457831325301,19.6,0.0,95.8,82.71131732902965,15.6,0.0,0.0,45.9,0.0,6.4,0.0,10.0,22.536687631027263,14.1,8.4,41.02564102564102,40.0,66.3,15.6,23.3,0.0,55.2,77.6,13.7,8.7,80.0,13.3
59150661,32.0,4.705882352941177,18.5,0.0,97.3,81.50090780714142,9.1,0.0,0.0,43.1,4.9,7.1,0.0,0.0,39.30817610062893,0.0,5.9,48.57142857142857,31.3,75.3,13.6,9.4,0.0,46.9,64.7,7.4,8.9,81.30000000000001,50.099999999999994
59150662,45.94594594594595,4.0,17.9,0.0,97.7,76.25579987895904,12.0,0.0,0.0,36.8,0.0,6.6,0.0,0.0,39.30817610062893,5.7,8.0,34.21052631578947,48.1,69.3,12.0,14.8,0.0,38.5,65.9,10.3,9.6,81.50000000000001,48.1
59150663,41.17647058823529,4.3478260869565215,26.3,0.0,100.0,77.46620940084728,40.0,0.0,0.0,46.7,2.7,6.6,0.0,0.0,29.350104821802944,9.2,11.6,40.0,39.3,66.7,0.0,17.9,0.0,39.3,69.3,5.3,8.9,78.6,50.0
59150664,62.7906976744186,4.123711340206185,16.7,0.0,100.0,74.84365543675611,23.3,0.0,0.0,33.1,0.0,5.0,0.0,5.6,39.30817610062893,12.0,7.2,30.18867924528302,41.7,68.0,13.3,16.7,0.0,38.2,62.2,14.6,8.9,83.3,25.0
59150665,37.142857142857146,5.263157894736842,30.6,0.0,94.7,73.02804115392374,22.2,0.0,0.0,44.0,2.4,3.9,0.0,0.0,52.41090146750524,4.8,7.9,47.61904761904761,59.4,65.8,0.0,6.3,0.0,22.6,56.0,8.3,9.1,78.2,31.3
59150666,47.82608695652174,0.0,20.0,0.0,100.0,2.017349203147049,0.0,0.0,0.0,46.9,2.1,1.0,0.0,0.0,7.206498951781981,14.6,8.8,51.42857142857142,44.4,67.5,17.9,18.5,0.0,44.4,61.1,5.5,10.1,81.5,25.9
59150667,48.64864864864865,2.666666666666667,28.0,0.0,97.9,84.3251966915473,13.8,0.0,0.0,42.4,3.5,9.6,0.0,6.9,39.30817610062893,10.6,5.3,26.31578947368421,41.4,70.7,20.7,24.1,0.0,35.7,69.8,4.0,9.1,75.8,20.700000000000003
59150668,37.5,5.4945054945054945,13.7,0.0,100.0,78.07141416179141,11.5,0.0,0.0,37.9,0.0,7.9,0.0,0.0,78.61635220125785,18.6,7.7,55.81395348837209,55.6,73.6,11.5,11.1,0.0,28.3,51.0,7.8,6.3,95.5,68.89999999999999
59150669,60.0,6.382978723404255,10.5,0.0,96.8,91.18418398224733,23.5,0.0,0.0,10.9,9.1,13.0,0.0,8.7,72.0649895178197,30.2,8.5,31.818181818181817,43.5,74.5,29.4,73.9,0.0,40.9,50.9,0.0,5.4,78.3,26.099999999999998
59150670,46.51162790697674,5.88235294117647,10.9,0.0,98.0,80.69396812588259,8.3,0.0,0.0,45.1,0.0,6.3,0.0,6.1,50.83857442348008,16.7,8.2,33.33333333333333,39.4,71.8,0.0,18.2,0.0,42.4,66.7,6.5,8.0,75.8,27.299999999999997
59150671,52.94117647058824,7.142857142857142,13.0,0.0,93.8,0.0,25.0,0.0,0.0,36.2,0.0,0.0,0.0,15.0,65.25157232704402,15.2,4.8,16.0,60.0,66.7,10.0,35.0,0.0,0.0,73.9,0.0,6.1,70.0,35.0
59150672,54.21686746987952,4.191616766467066,31.3,0.0,97.2,87.80512406697599,27.4,0.0,1.1,36.9,0.0,8.5,1.1,8.0,88.44339622641509,16.9,1.8,26.190476190476193,53.3,78.4,25.8,38.7,0.0,31.9,69.5,7.5,5.1,29.3,22.6
59150673,56.38297872340425,5.263157894736842,22.5,0.0,98.2,91.14383699818438,17.9,0.0,5.8,28.4,0.0,9.6,3.7,4.3,85.82285115303984,29.0,5.8,26.923076923076923,59.8,76.0,22.4,40.2,0.0,45.1,51.6,14.1,4.5,29.4,15.2
59150674,66.0377358490566,2.9702970297029703,25.6,0.0,98.6,83.51825701028848,17.1,0.0,0.0,30.1,9.8,6.3,0.0,6.5,67.61006289308176,18.2,5.9,25.0,41.3,76.2,11.4,23.9,0.0,31.9,50.4,7.7,6.8,62.99999999999999,17.3
59150675,61.81818181818181,5.5045871559633035,9.7,0.0,100.0,92.99979826507969,28.6,0.0,2.4,9.4,0.0,12.7,3.1,8.2,72.0649895178197,15.2,5.5,21.818181818181817,50.8,70.6,30.6,73.8,0.0,31.1,28.1,9.7,4.5,93.49999999999999,18.0
59150676,82.97872340425532,3.0303030303030303,20.0,0.0,100.0,89.36856969941496,26.9,0.0,0.0,18.2,0.0,7.2,1.8,3.4,72.0649895178197,23.9,3.0,11.538461538461538,55.2,81.8,25.0,74.1,3.6,39.0,31.8,0.0,4.7,82.80000000000001,17.3
59150677,68.62745098039215,4.081632653061225,23.7,0.0,98.7,82.71131732902965,35.9,0.0,0.0,22.0,3.4,6.2,0.0,0.0,69.44444444444444,23.3,5.1,19.565217391304348,38.6,84.7,25.6,36.4,0.0,16.3,45.8,13.2,6.4,65.9,15.9
59150678,66.12903225806451,5.555555555555555,18.2,0.0,100.0,88.8642323986282,14.6,0.0,0.0,25.8,2.4,9.9,4.9,3.8,72.0649895178197,18.7,11.1,38.297872340425535,52.8,70.4,8.3,47.2,0.0,26.4,40.7,6.1,5.4,84.9,18.9
59150679,53.84615384615385,8.695652173913043,13.8,0.0,100.0,91.58765382287675,20.7,0.0,4.8,18.1,0.0,15.8,3.6,15.8,72.0649895178197,13.3,7.2,33.33333333333333,52.6,75.4,34.5,65.8,0.0,27.0,28.9,0.0,4.7,89.50000000000001,26.4
59150680,72.05882352941177,4.724409448818897,15.2,0.0,100.0,86.64514827516643,18.4,0.0,3.2,10.4,0.0,6.6,1.9,5.8,86.6090146750524,15.6,7.1,20.33898305084746,40.6,81.9,14.3,37.7,0.0,22.1,27.7,18.2,5.0,78.2,18.8
59150681,64.44444444444444,8.433734939759036,16.7,0.0,98.3,87.3512204962679,25.7,0.0,5.8,17.3,2.9,8.2,1.9,0.0,81.23689727463312,22.1,9.6,26.31578947368421,28.2,73.5,11.4,43.6,0.0,25.6,33.7,8.3,5.8,79.5,20.5
59150682,70.0,3.361344537815126,25.0,0.0,98.9,87.3512204962679,30.9,0.0,2.1,11.0,0.0,6.5,2.1,7.9,72.0649895178197,11.7,7.6,11.864406779661017,55.6,76.5,9.1,57.1,0.0,23.8,26.9,14.3,5.4,84.0,15.899999999999999
59150683,60.46511627906976,5.747126436781609,20.0,0.0,96.7,82.71131732902965,27.9,0.0,4.6,13.0,3.7,5.5,0.0,0.0,72.0649895178197,18.7,16.1,20.930232558139537,57.1,69.0,16.3,45.2,0.0,28.6,22.2,13.3,6.7,76.1,14.3
59150684,74.19354838709677,2.586206896551724,11.4,0.0,100.0,87.90599152713335,23.4,0.0,4.4,14.0,5.1,6.7,0.0,3.1,85.16771488469601,13.5,2.6,20.37037037037037,46.9,82.8,6.4,45.3,0.0,23.4,31.1,5.7,4.5,61.00000000000001,20.3
59150685,62.5,3.7037037037037033,10.6,0.0,98.1,84.42606415170465,27.0,0.0,3.2,21.1,5.3,8.7,0.0,11.6,78.61635220125785,12.3,6.8,34.5679012345679,34.8,66.7,14.9,43.5,3.2,33.3,38.7,4.3,5.8,86.89999999999998,18.8
59150686,62.5,12.068965517241379,11.8,0.0,97.8,89.67117207988703,14.3,0.0,0.0,10.0,0.0,8.2,2.8,12.1,83.85744234800839,24.6,8.6,15.384615384615385,48.5,79.3,14.3,51.5,0.0,33.3,23.9,0.0,4.6,66.8,9.1
59150687,61.53846153846154,4.285714285714286,8.3,0.0,100.0,91.38591890256203,16.1,0.0,0.0,18.7,9.3,14.2,0.0,0.0,82.54716981132076,21.6,7.1,21.875,47.5,71.4,22.6,55.0,0.0,32.5,50.7,8.3,4.4,82.5,22.5
59150688,71.66666666666667,5.05050505050505,10.0,0.0,100.0,86.74601573532378,20.8,0.0,0.0,20.7,9.5,9.8,3.4,11.4,85.03668763102725,14.9,14.1,31.57894736842105,38.6,66.7,20.8,38.6,0.0,22.7,38.8,6.7,5.9,86.39999999999999,22.7
59150689,70.73170731707317,4.10958904109589,20.0,0.0,100.0,88.35989509784143,11.1,0.0,0.0,19.3,12.5,10.8,0.0,5.9,78.61635220125785,18.2,11.0,28.125,47.1,64.4,29.6,47.1,0.0,29.4,43.2,14.3,5.5,85.30000000000001,29.5
59150690,75.0,6.862745098039216,13.6,0.0,100.0,88.15816017752672,26.3,0.0,0.0,11.2,5.2,8.3,8.6,0.0,78.61635220125785,16.5,7.8,32.075471698113205,39.2,66.7,26.3,52.9,0.0,31.4,29.3,18.2,5.1,54.8,17.700000000000003
59150691,61.702127659574465,3.260869565217391,9.1,0.0,100.0,92.99979826507969,20.0,0.0,0.0,13.9,11.9,15.2,0.0,6.7,84.90566037735849,8.1,17.4,34.090909090909086,44.4,68.5,20.0,48.9,0.0,31.1,55.0,9.1,4.3,64.5,20.0
59150692,79.24528301886792,4.301075268817205,20.7,0.0,100.0,86.84688319548114,29.5,0.0,4.3,9.5,0.0,6.1,0.0,4.4,81.23689727463312,20.9,2.2,17.073170731707318,31.1,79.6,9.1,24.4,0.0,28.9,26.1,10.3,5.7,60.0,11.1
59150693,62.16216216216216,5.970149253731343,15.0,0.0,97.9,89.16683477910026,25.0,0.0,0.0,28.8,7.5,10.6,6.2,9.1,79.92662473794549,3.8,13.4,32.25806451612903,45.5,68.7,12.5,24.2,0.0,18.2,46.9,10.0,6.2,87.89999999999999,30.299999999999997
59150694,74.4186046511628,0.0,10.3,0.0,100.0,83.71999193060319,19.5,0.0,0.0,10.8,18.3,6.2,0.0,0.0,79.92662473794549,8.6,7.6,25.71428571428571,39.4,69.6,19.5,33.3,0.0,8.8,37.6,0.0,5.8,66.69999999999999,21.299999999999997
59150695,56.86274509803921,2.2222222222222223,17.4,0.0,100.0,84.52693161186201,22.6,0.0,2.8,7.4,1.9,7.2,5.6,6.8,78.61635220125785,6.5,11.0,31.70731707317073,45.5,72.5,9.7,31.8,0.0,18.2,16.7,8.7,5.6,75.0,20.5
59150696,55.10204081632652,5.208333333333334,11.6,0.0,100.0,92.49546096429292,28.1,0.0,0.0,12.1,15.0,23.8,0.0,5.6,78.61635220125785,21.3,13.5,46.808510638297875,38.9,60.4,31.3,52.8,0.0,33.3,63.6,0.0,5.7,69.4,44.400000000000006
59150697,59.25925925925925,7.339449541284404,21.3,0.0,97.3,90.27637684083115,16.3,0.0,1.5,19.2,15.4,14.3,3.8,9.8,78.61635220125785,13.2,20.2,29.09090909090909,60.8,57.8,27.9,39.2,0.0,33.3,65.4,6.6,4.8,82.4,27.4
59150698,50.0,5.982905982905983,12.5,0.0,97.2,85.93907605406496,26.8,0.0,0.0,20.3,15.2,11.2,0.0,0.0,78.61635220125785,10.9,20.5,31.57894736842105,40.0,55.6,19.5,28.9,0.0,15.9,53.6,3.6,6.4,68.89999999999999,26.7
59150699,72.09302325581395,3.6585365853658534,18.2,0.0,96.4,87.1494855759532,26.2,0.0,4.2,22.9,19.8,12.0,0.0,6.1,81.76100628930817,27.4,14.6,39.473684210526315,45.5,67.1,47.6,36.4,0.0,26.5,61.5,4.5,6.0,90.89999999999999,39.4
59150700,54.761904761904766,5.633802816901409,11.8,0.0,100.0,87.95642525721202,12.5,0.0,0.0,24.4,0.0,10.2,0.0,0.0,78.61635220125785,11.1,9.9,35.714285714285715,42.9,64.8,20.8,34.3,0.0,20.0,42.2,8.8,5.9,77.2,34.300000000000004
59150701,71.15384615384616,5.0,6.7,0.0,96.0,90.17550938067379,20.0,0.0,0.0,15.7,0.0,12.9,5.8,13.0,78.61635220125785,22.1,9.0,26.08695652173913,37.0,67.0,8.9,46.3,0.0,34.0,33.1,6.7,5.6,74.10000000000001,20.4
59150702,73.17073170731707,3.7037037037037033,20.8,0.0,96.9,90.47811176114585,13.3,0.0,3.3,20.0,0.0,9.2,0.0,0.0,93.68448637316563,22.5,6.2,15.384615384615385,48.9,76.5,6.7,40.0,0.0,28.9,30.0,0.0,4.2,93.3,17.700000000000003
59150703,69.6969696969697,7.142857142857142,13.5,0.0,96.2,90.37724430098851,20.0,0.0,0.0,19.7,9.2,16.8,0.0,6.9,81.23689727463312,17.3,10.0,24.324324324324326,31.0,58.6,28.6,44.8,0.0,27.6,63.2,10.8,5.4,79.2,20.7
59150704,60.78431372549019,12.5,19.4,0.0,94.5,86.34254589469437,26.3,0.0,8.8,21.1,6.1,9.5,0.0,11.1,79.66457023060796,9.8,10.4,22.22222222222222,42.2,70.8,15.8,48.9,0.0,25.0,47.8,9.7,5.8,84.4,15.5
