DGUID,SoVI,Latitude,Longitude,geometry,area
2021S051259150471,52.53830465,49.223,-123.082,-123.082  49.223,74040.77119
2021S051259150472,46.84140254,49.224,-123.083,-123.083  49.224,58733.42891
2021S051259150473,47.69027862,49.227,-123.086,-123.086  49.227,83770.42486
2021S051259150474,52.80886629,49.224,-123.088,-123.088  49.224,84213.1997
2021S051259150475,51.99658883,49.227,-123.089,-123.089  49.227,82090.71529
2021S051259150476,49.45899954,49.227,-123.094,-123.094  49.227,153131.0836
2021S051259150477,44.33771898,49.225,-123.095,-123.095  49.225,78546.22686
2021S051259150478,50.36599748,49.223,-123.093,-123.093  49.223,98614.8955
2021S051259150479,51.23080005,49.222,-123.098,-123.098  49.222,164933.6866
2021S051259150480,49.36330615,49.22,-123.096,-123.096  49.22,64143.91217
2021S051259150481,47.08601292,49.219,-123.1,-123.1  49.219,56399.53077
2021S051259150482,47.71353399,49.217,-123.1,-123.1  49.217,89088.06021
2021S051259150483,48.14443769,49.218,-123.104,-123.104  49.218,59550.39731
2021S051259150484,51.36293937,49.215,-123.104,-123.104  49.215,90770.94285
2021S051259150485,39.96971553,49.216,-123.108,-123.108  49.216,137575.6303
2021S051259150486,36.67434264,49.216,-123.111,-123.111  49.216,59861.22776
2021S051259150487,37.87659993,49.216,-123.115,-123.115  49.216,166189.0565
2021S051259150488,49.27264102,49.212,-123.115,-123.115  49.212,69801.84532
2021S051259150489,43.72508298,49.212,-123.119,-123.119  49.212,120249.3749
2021S051259150490,36.81587744,49.211,-123.122,-123.122  49.211,93824.34847
2021S051259150491,44.82626188,49.209,-123.122,-123.122  49.209,29525.03635
2021S051259150492,41.51383622,49.21,-123.126,-123.126  49.21,71358.06957
2021S051259150493,51.45734753,49.208,-123.125,-123.125  49.208,35401.98015
2021S051259150494,44.66417736,49.207,-123.127,-123.127  49.207,26937.87106
2021S051259150495,43.62517593,49.204,-123.128,-123.128  49.204,641142.8882
2021S051259150496,43.1852896,49.208,-123.13,-123.13  49.208,34895.34668
2021S051259150497,48.6307707,49.206,-123.132,-123.132  49.206,31106.69036
2021S051259150498,52.89514273,49.208,-123.133,-123.133  49.208,37588.40158
2021S051259150499,46.01658681,49.207,-123.135,-123.135  49.207,35302.45881
2021S051259150500,48.66451264,49.205,-123.135,-123.135  49.205,45588.09038
2021S051259150503,51.57988443,49.207,-123.141,-123.141  49.207,42604.55965
2021S051259150504,37.56368945,49.211,-123.145,-123.145  49.211,218239.125
2021S051259150505,40.93494026,49.212,-123.142,-123.142  49.212,105066.5905
2021S051259150506,28.51147437,49.215,-123.145,-123.145  49.215,86169.5949
2021S051259150507,31.28282403,49.217,-123.142,-123.142  49.217,147246.944
2021S051259150508,29.38569888,49.218,-123.146,-123.146  49.218,126562.3406
2021S051259150509,22.45755195,49.216,-123.149,-123.149  49.216,165331.0232
2021S051259150510,22.18601762,49.222,-123.148,-123.148  49.222,186384.2887
2021S051259150511,33.62478917,49.221,-123.143,-123.143  49.221,127670.3245
2021S051259150512,19.64196647,49.224,-123.143,-123.143  49.224,221127.7139
2021S051259150513,32.41059167,49.221,-123.138,-123.138  49.221,169181.7236
2021S051259150514,35.74451801,49.225,-123.136,-123.136  49.225,201569.7757
2021S051259150515,24.09595343,49.221,-123.132,-123.132  49.221,207282.9341
2021S051259150516,30.21603614,49.225,-123.129,-123.129  49.225,153799.6415
2021S051259150517,29.61256316,49.223,-123.125,-123.125  49.223,136369.0582
2021S051259150518,34.15319289,49.225,-123.124,-123.124  49.225,130446.4965
2021S051259150519,37.57587795,49.224,-123.119,-123.119  49.224,155980.1129
2021S051259150520,44.79781107,49.228,-123.119,-123.119  49.228,164337.6708
2021S051259150521,29.97485545,49.229,-123.114,-123.114  49.229,157640.8063
2021S051259150522,32.53609596,49.227,-123.11,-123.11  49.227,122037.7313
2021S051259150523,32.06081812,49.23,-123.107,-123.107  49.23,117046.5065
2021S051259150524,43.08985308,49.227,-123.106,-123.106  49.227,86642.57194
2021S051259150526,48.92242754,49.224,-123.104,-123.104  49.224,82071.18226
2021S051259150527,52.16396464,49.225,-123.1,-123.1  49.225,63717.25223
2021S051259150529,43.31744755,49.229,-123.097,-123.097  49.229,96194.8503
2021S051259150530,45.31737989,49.23,-123.096,-123.096  49.23,49254.02134
2021S051259150531,46.50851273,49.231,-123.094,-123.094  49.231,173608.7399
2021S051259150534,42.51807966,49.234,-123.103,-123.103  49.234,98411.17846
2021S051259150535,44.74569035,49.235,-123.099,-123.099  49.235,93067.22595
2021S051259150536,48.40871277,49.237,-123.1,-123.1  49.237,49927.93409
2021S051259150537,40.5993504,49.239,-123.099,-123.099  49.239,88006.09632
2021S051259150538,37.86237717,49.239,-123.103,-123.103  49.239,79666.16297
2021S051259150539,34.16352361,49.236,-123.105,-123.105  49.236,93783.05285
2021S051259150540,38.7995404,49.234,-123.109,-123.109  49.234,122368.969
2021S051259150541,39.98757314,49.232,-123.111,-123.111  49.232,237516.8433
2021S051259150542,36.24028842,49.235,-123.114,-123.114  49.235,97649.7076
2021S051259150543,35.39716018,49.237,-123.118,-123.118  49.237,233854.0819
2021S051259150544,45.70618623,49.232,-123.119,-123.119  49.232,199085.1248
2021S051259150545,36.88169757,49.238,-123.124,-123.124  49.238,457079.076
2021S051259150546,37.46997183,49.231,-123.126,-123.126  49.231,171403.6142
2021S051259150547,40.40953692,49.231,-123.123,-123.123  49.231,48094.59839
2021S051259150548,31.6492205,49.228,-123.125,-123.125  49.228,146373.0363
2021S051259150549,29.54151656,49.228,-123.132,-123.132  49.228,151012.4655
2021S051259150550,37.52525927,49.232,-123.131,-123.131  49.232,208151.769
2021S051259150551,24.62236712,49.231,-123.135,-123.135  49.231,162746.7065
2021S051259150552,27.91470859,49.231,-123.138,-123.138  49.231,164167.0838
2021S051259150553,20.25652494,49.231,-123.143,-123.143  49.231,336223.8521
2021S051259150554,24.31320926,49.229,-123.148,-123.148  49.229,239291.6822
2021S051259150555,26.37814626,49.233,-123.149,-123.149  49.233,173007.5221
2021S051259150556,41.3798682,49.233,-123.154,-123.154  49.233,122103.5636
2021S051259150557,33.06177698,49.229,-123.154,-123.154  49.229,106263.1683
2021S051259150558,40.70106219,49.231,-123.158,-123.158  49.231,67751.7362
2021S051259150559,36.90420748,49.228,-123.158,-123.158  49.228,89608.79849
2021S051259150560,29.23412166,49.229,-123.162,-123.162  49.229,149291.6062
2021S051259150561,23.22213732,49.225,-123.162,-123.162  49.225,274817.5894
2021S051259150562,27.03694605,49.231,-123.165,-123.165  49.231,181766.977
2021S051259150563,45.02749263,49.233,-123.161,-123.161  49.233,42552.88008
2021S051259150564,36.76135709,49.234,-123.164,-123.164  49.234,90251.49245
2021S051259150565,34.52391646,49.236,-123.164,-123.164  49.236,115387.8864
2021S051259150566,40.93165845,49.236,-123.16,-123.16  49.236,48035.88167
2021S051259150567,40.391602,49.237,-123.161,-123.161  49.237,42794.60319
2021S051259150568,40.98898928,49.238,-123.158,-123.158  49.238,46584.77077
2021S051259150569,41.11573189,49.236,-123.157,-123.157  49.236,64948.15695
2021S051259150570,38.70897575,49.234,-123.158,-123.158  49.234,66584.21906
2021S051259150571,23.94556594,49.238,-123.152,-123.152  49.238,311730.9686
2021S051259150572,25.78194852,49.241,-123.153,-123.153  49.241,131897.4456
2021S051259150573,40.24608828,49.243,-123.152,-123.152  49.243,60147.77742
2021S051259150575,28.73178758,49.245,-123.151,-123.151  49.245,226844.1155
2021S051259150577,37.32733502,49.249,-123.155,-123.155  49.249,209908.9395
2021S051259150578,21.6534222,49.249,-123.162,-123.162  49.249,232110.0693
2021S051259150579,29.88132757,49.252,-123.158,-123.158  49.252,119648.7641
2021S051259150580,23.82151309,49.253,-123.162,-123.162  49.253,135538.3928
2021S051259150581,27.79964405,49.256,-123.163,-123.163  49.256,112170.6021
2021S051259150582,33.32171217,49.256,-123.157,-123.157  49.256,152746.6711
2021S051259150583,26.58099771,49.258,-123.156,-123.156  49.258,109624.8839
2021S051259150584,40.75069729,49.26,-123.158,-123.158  49.26,89246.19611
2021S051259150585,29.22803932,49.259,-123.162,-123.162  49.259,122589.2103
2021S051259150586,34.33503542,49.262,-123.161,-123.161  49.262,176601.0935
2021S051259150587,34.84357442,49.261,-123.166,-123.166  49.261,87376.80323
2021S051259150588,34.39487954,49.262,-123.168,-123.168  49.262,97689.77687
2021S051259150589,31.55110635,49.259,-123.168,-123.168  49.259,96962.79934
2021S051259150590,30.30538237,49.259,-123.172,-123.172  49.259,97191.49322
2021S051259150591,35.77215787,49.26,-123.176,-123.176  49.26,113799.956
2021S051259150592,33.46552691,49.263,-123.172,-123.172  49.263,98204.22101
2021S051259150593,35.86568805,49.263,-123.176,-123.176  49.263,83861.90296
2021S051259150594,39.24164357,49.265,-123.177,-123.177  49.265,66787.60514
2021S051259150595,37.57257675,49.263,-123.18,-123.18  49.263,88240.49476
2021S051259150596,30.33581669,49.266,-123.18,-123.18  49.266,69050.49012
2021S051259150597,36.84080725,49.266,-123.184,-123.184  49.266,82691.47615
2021S051259150598,32.71275876,49.268,-123.183,-123.183  49.268,82308.40421
2021S051259150599,40.14730621,49.267,-123.187,-123.187  49.267,38704.01038
2021S051259150600,37.35541842,49.27,-123.187,-123.187  49.27,112675.8154
2021S051259150601,36.28532296,49.269,-123.183,-123.183  49.269,72452.41355
2021S051259150602,29.30711395,49.271,-123.184,-123.184  49.271,57462.03135
2021S051259150603,31.86774193,49.271,-123.18,-123.18  49.271,60822.53324
2021S051259150604,31.21818456,49.269,-123.178,-123.178  49.269,57815.2473
2021S051259150605,33.60738007,49.267,-123.178,-123.178  49.267,68097.35214
2021S051259150606,36.02298985,49.267,-123.174,-123.174  49.267,79037.19999
2021S051259150607,38.09639128,49.27,-123.173,-123.173  49.27,87099.8814
2021S051259150608,36.4523803,49.27,-123.169,-123.169  49.27,87678.2853
2021S051259150609,32.85420904,49.267,-123.17,-123.17  49.267,76797.44345
2021S051259150610,40.26850942,49.267,-123.166,-123.166  49.267,53197.02139
2021S051259150611,30.54396895,49.265,-123.166,-123.166  49.265,77031.20955
2021S051259150612,35.7029245,49.265,-123.172,-123.172  49.265,78409.6682
2021S051259150613,32.47636077,49.265,-123.163,-123.163  49.265,64234.02417
2021S051259150614,35.41327038,49.267,-123.162,-123.162  49.267,65633.30566
2021S051259150615,35.86428657,49.266,-123.16,-123.16  49.266,64089.6815
2021S051259150616,38.0163432,49.267,-123.158,-123.158  49.267,48897.5878
2021S051259150617,37.30669176,49.266,-123.156,-123.156  49.266,32004.20783
2021S051259150618,39.52802929,49.266,-123.154,-123.154  49.266,47755.96506
2021S051259150619,36.80310719,49.264,-123.156,-123.156  49.264,52976.42282
2021S051259150620,46.30665378,49.266,-123.152,-123.152  49.266,66531.34935
2021S051259150621,39.20695386,49.268,-123.154,-123.154  49.268,49761.19725
2021S051259150622,33.81286307,49.269,-123.154,-123.154  49.269,34247.66142
2021S051259150623,36.0247597,49.269,-123.152,-123.152  49.269,34308.27047
2021S051259150624,35.61449245,49.27,-123.153,-123.153  49.27,33713.72971
2021S051259150625,33.94301111,49.271,-123.153,-123.153  49.271,33151.18072
2021S051259150626,35.28588334,49.271,-123.149,-123.149  49.271,34625.26792
2021S051259150627,31.78698139,49.272,-123.148,-123.148  49.272,92612.96894
2021S051259150628,38.21729431,49.269,-123.147,-123.147  49.269,66935.64729
2021S051259150629,39.99456084,49.269,-123.149,-123.149  49.269,51661.4022
2021S051259150633,38.06671068,49.263,-123.144,-123.144  49.263,54076.10366
2021S051259150634,36.91148218,49.262,-123.142,-123.142  49.262,35029.40744
2021S051259150635,35.12328089,49.261,-123.145,-123.145  49.261,36306.50961
2021S051259150636,38.43705996,49.26,-123.142,-123.142  49.26,35870.18505
2021S051259150637,35.5443503,49.258,-123.144,-123.144  49.258,88050.45254
2021S051259150638,34.67333689,49.258,-123.14,-123.14  49.258,55701.59056
2021S051259150639,36.73195528,49.258,-123.138,-123.138  49.258,27255.45792
2021S051259150640,36.14499329,49.26,-123.137,-123.137  49.26,37732.93225
2021S051259150641,35.49309274,49.259,-123.135,-123.135  49.259,35605.10902
2021S051259150642,35.64712135,49.26,-123.134,-123.134  49.26,37161.0605
2021S051259150643,38.19072284,49.259,-123.133,-123.133  49.259,35151.09487
2021S051259150644,37.0839222,49.26,-123.13,-123.13  49.26,36224.02225
2021S051259150645,35.30716195,49.258,-123.13,-123.13  49.258,70765.32841
2021S051259150646,36.43709357,49.26,-123.128,-123.128  49.26,36709.24418
2021S051259150647,34.71120443,49.259,-123.126,-123.126  49.259,35999.58082
2021S051259150648,29.70215723,49.26,-123.126,-123.126  49.26,19308.80401
2021S051259150649,33.01551559,49.262,-123.123,-123.123  49.262,186584.7853
2021S051259150650,38.1636762,49.259,-123.123,-123.123  49.259,34425.02458
2021S051259150651,33.70301894,49.259,-123.121,-123.121  49.259,28942.02355
2021S051259150652,37.60479076,49.257,-123.124,-123.124  49.257,40376.6793
2021S051259150653,36.12896903,49.256,-123.122,-123.122  49.256,44612.70847
2021S051259150654,35.68305277,49.256,-123.125,-123.125  49.256,58703.91058
2021S051259150655,34.83842991,49.254,-123.126,-123.126  49.254,61732.00536
2021S051259150656,35.39262192,49.255,-123.129,-123.129  49.255,78964.70489
2021S051259150657,14.30919995,49.255,-123.134,-123.134  49.255,436181.8113
2021S051259150658,31.77451111,49.251,-123.125,-123.125  49.251,125146.5578
2021S051259150659,31.00941128,49.249,-123.13,-123.13  49.249,201526.7113
2021S051259150660,18.92446295,49.25,-123.136,-123.136  49.25,266285.866
2021S051259150661,22.8792058,49.245,-123.136,-123.136  49.245,302786.581
2021S051259150662,22.06989894,49.248,-123.142,-123.142  49.248,281845.0779
2021S051259150663,23.36344001,49.242,-123.142,-123.142  49.242,277612.9394
2021S051259150664,21.75512797,49.248,-123.148,-123.148  49.248,273112.9748
2021S051259150665,23.30506298,49.24,-123.145,-123.145  49.24,170620.5912
2021S051259150666,0,49.236,-123.144,-123.144  49.236,288132.5915
2021S051259150667,22.36504284,49.236,-123.136,-123.136  49.236,227267.0714
2021S051259150668,31.47652586,49.24,-123.134,-123.134  49.24,388199.5919
2021S051259150669,34.63472903,49.236,-123.13,-123.13  49.236,87026.782
2021S051259150670,21.8484311,49.244,-123.13,-123.13  49.244,188854.0317
2021S051259150671,26.52899561,49.245,-123.124,-123.124  49.245,411764.8956
2021S051259150672,34.12374817,49.244,-123.118,-123.118  49.244,171224.9744
2021S051259150673,35.50960071,49.248,-123.118,-123.118  49.248,144470.8682
2021S051259150674,28.4017856,49.25,-123.12,-123.12  49.25,112519.7083
2021S051259150675,35.87140698,49.252,-123.117,-123.117  49.252,91381.8887
2021S051259150676,30.35265044,49.251,-123.114,-123.114  49.251,81394.46093
2021S051259150677,29.05757711,49.251,-123.111,-123.111  49.251,89393.98799
2021S051259150678,35.09756564,49.254,-123.113,-123.113  49.254,83197.84293
2021S051259150679,36.10324896,49.256,-123.113,-123.113  49.256,64046.78218
2021S051259150680,32.89336549,49.258,-123.11,-123.11  49.258,119357.8229
2021S051259150681,37.26729696,49.256,-123.109,-123.109  49.256,60978.21325
2021S051259150682,30.81055586,49.255,-123.107,-123.107  49.255,101633.0498
2021S051259150683,34.24318978,49.253,-123.107,-123.107  49.253,91562.82072
2021S051259150684,32.96174335,49.254,-123.103,-123.103  49.254,94607.88635
2021S051259150685,37.17985139,49.251,-123.103,-123.103  49.251,110336.337
2021S051259150686,33.3059569,49.25,-123.1,-123.1  49.25,45682.03261
2021S051259150687,37.24505831,49.248,-123.102,-123.102  49.248,57141.41794
2021S051259150688,39.6749821,49.247,-123.099,-123.099  49.247,76906.32979
2021S051259150689,35.85644376,49.247,-123.105,-123.105  49.247,89988.70585
2021S051259150690,38.02899903,49.245,-123.103,-123.103  49.245,86815.41888
2021S051259150691,43.68688839,49.242,-123.101,-123.101  49.242,91389.43934
2021S051259150692,29.86460947,49.242,-123.098,-123.098  49.242,81237.29993
2021S051259150693,39.20133396,49.245,-123.097,-123.097  49.245,72393.37547
2021S051259150694,37.4122893,49.242,-123.094,-123.094  49.242,185666.0614
2021S051259150695,35.36742339,49.237,-123.094,-123.094  49.237,413962.933
2021S051259150696,50.04868894,49.245,-123.092,-123.092  49.245,63959.77237
2021S051259150697,47.63481782,49.247,-123.092,-123.092  49.247,97974.37837
2021S051259150698,47.35015601,49.247,-123.096,-123.096  49.247,79012.25759
2021S051259150699,42.08289639,49.25,-123.094,-123.094  49.25,116724.3331
2021S051259150700,35.40105344,49.251,-123.096,-123.096  49.251,113227.0434
2021S051259150701,36.00879873,49.253,-123.098,-123.098  49.253,82737.247
2021S051259150702,35.24142568,49.254,-123.099,-123.099  49.254,31506.6877
2021S051259150703,42.47552414,49.254,-123.095,-123.095  49.254,59069.44338
2021S051259150704,37.01727176,49.256,-123.098,-123.098  49.256,87607.60392
2021S051259150705,35.75692443,49.257,-123.099,-123.099  49.257,55708.72899
2021S051259150706,45.29402266,49.259,-123.1,-123.1  49.259,20468.97322
2021S051259150707,37.23490557,49.259,-123.097,-123.097  49.259,26638.40907
2021S051259150708,39.00322637,49.259,-123.095,-123.095  49.259,105139.6987
2021S051259150709,46.88164192,49.261,-123.099,-123.099  49.261,135673.4455
2021S051259150710,45.90604213,49.262,-123.093,-123.093  49.262,67673.09892
2021S051259150711,39.87831986,49.264,-123.098,-123.098  49.264,68959.42707
2021S051259150712,42.44324761,49.263,-123.093,-123.093  49.263,44368.61924
2021S051259150713,40.20773514,49.265,-123.095,-123.095  49.265,70308.49509
2021S051259150714,31.58586083,49.266,-123.092,-123.092  49.266,14289.24569
2021S051259150715,42.57478973,49.265,-123.091,-123.091  49.265,28303.36553
2021S051259150716,57.90095994,49.263,-123.09,-123.09  49.263,28785.16666
2021S051259150717,46.14165701,49.263,-123.088,-123.088  49.263,29068.85
2021S051259150718,41.03375485,49.265,-123.087,-123.087  49.265,28076.06451
2021S051259150719,42.02843156,49.264,-123.085,-123.085  49.264,28449.46721
2021S051259150720,45.44700673,49.265,-123.085,-123.085  49.265,75830.76509
2021S051259150721,44.0896713,49.263,-123.082,-123.082  49.263,29120.78619
2021S051259150722,41.37071868,49.263,-123.085,-123.085  49.263,29279.99037
2021S051259150723,39.44272666,49.262,-123.085,-123.085  49.262,44799.24433
2021S051259150724,40.25520166,49.261,-123.087,-123.087  49.261,56721.82908
2021S051259150725,34.61961294,49.259,-123.088,-123.088  49.259,56626.90974
2021S051259150726,38.64266645,49.261,-123.091,-123.091  49.261,56403.93158
2021S051259150727,48.1509998,49.258,-123.091,-123.091  49.258,78280.9888
2021S051259150728,37.61805038,49.257,-123.093,-123.093  49.257,43046.66824
2021S051259150729,49.94018735,49.255,-123.092,-123.092  49.255,85053.31165
2021S051259150730,41.78118017,49.253,-123.092,-123.092  49.253,71822.11367
2021S051259150731,45.09104786,49.253,-123.087,-123.087  49.253,77446.68791
2021S051259150732,39.17866122,49.25,-123.089,-123.089  49.25,76466.25192
2021S051259150733,36.61495279,49.25,-123.086,-123.086  49.25,88457.02847
2021S051259150734,43.09507216,49.247,-123.088,-123.088  49.247,93276.79885
2021S051259150737,37.12435978,49.257,-123.083,-123.083  49.257,55868.12702
2021S051259150738,36.2391566,49.257,-123.079,-123.079  49.257,61421.12934
2021S051259150739,44.4458322,49.255,-123.078,-123.078  49.255,57250.1758
2021S051259150740,35.81387366,49.259,-123.079,-123.079  49.259,59552.99677
2021S051259150741,44.35588,49.258,-123.075,-123.075  49.258,78947.17941
2021S051259150742,41.31811748,49.261,-123.076,-123.076  49.261,84901.75401
2021S051259150743,43.09335881,49.261,-123.079,-123.079  49.261,87879.35459
2021S051259150744,41.61969336,49.261,-123.082,-123.082  49.261,42749.57582
2021S051259150745,40.21049615,49.259,-123.084,-123.084  49.259,71720.86636
2021S051259150746,43.19494423,49.257,-123.087,-123.087  49.257,64352.92256
2021S051259150747,53.11683035,49.264,-123.079,-123.079  49.264,86816.85819
2021S051259150748,49.2593493,49.264,-123.077,-123.077  49.264,41053.25143
2021S051259150749,42.23023479,49.266,-123.075,-123.075  49.266,114801.2785
2021S051259150750,46.40577141,49.269,-123.089,-123.089  49.269,906132.3235
2021S051259150751,49.54962265,49.273,-123.088,-123.088  49.273,873066.086
2021S051259150752,35.8555863,49.277,-123.091,-123.091  49.277,39825.20906
2021S051259150753,31.92733033,49.278,-123.093,-123.093  49.278,28255.65279
2021S051259150754,45.57493546,49.279,-123.091,-123.091  49.279,42823.76131
2021S051259150755,100,49.279,-123.095,-123.095  49.279,51632.35313
2021S051259150756,38.74194248,49.277,-123.095,-123.095  49.277,24222.72419
2021S051259150757,56.51369253,49.278,-123.098,-123.098  49.278,78778.76789
2021S051259150758,55.86712978,49.28,-123.095,-123.095  49.28,27307.43654
2021S051259150759,56.41217117,49.281,-123.097,-123.097  49.281,49125.337
2021S051259150760,85.71015931,49.282,-123.095,-123.095  49.282,31204.57089
2021S051259150761,54.01788185,49.283,-123.097,-123.097  49.283,34951.20545
2021S051259150762,46.27924803,49.284,-123.096,-123.096  49.284,78801.49269
2021S051259150763,49.65044717,49.282,-123.099,-123.099  49.282,30402.11339
2021S051259150777,40.64574957,49.276,-123.117,-123.117  49.276,15555.37496
2021S051259150779,40.16782659,49.276,-123.123,-123.123  49.276,16733.14832
2021S051259150782,41.33258275,49.28,-123.125,-123.125  49.28,16261.72676
2021S051259150784,45.49202217,49.277,-123.127,-123.127  49.277,16987.64244
2021S051259150785,47.9805526,49.275,-123.128,-123.128  49.275,48791.12918
2021S051259150786,36.93266604,49.274,-123.126,-123.126  49.274,17128.58488
2021S051259150787,34.6075211,49.274,-123.125,-123.125  49.274,9691.997163
2021S051259150788,36.3157603,49.274,-123.123,-123.123  49.274,24502.61382
2021S051259150790,37.22591173,49.276,-123.132,-123.132  49.276,42064.85102
2021S051259150791,41.959595,49.277,-123.131,-123.131  49.277,18289.56784
2021S051259150792,44.97698762,49.278,-123.133,-123.133  49.278,24414.72417
2021S051259150793,49.47230408,49.279,-123.132,-123.132  49.279,22260.18016
2021S051259150795,44.90598302,49.28,-123.132,-123.132  49.28,47962.00607
2021S051259150816,39.94982916,49.285,-123.135,-123.135  49.285,12748.47067
2021S051259150817,37.62140268,49.285,-123.137,-123.137  49.285,26743.89717
2021S051259150819,39.03574029,49.284,-123.137,-123.137  49.284,13429.13443
2021S051259150820,38.86898889,49.283,-123.139,-123.139  49.283,13170.50176
2021S051259150821,38.10775463,49.282,-123.137,-123.137  49.282,15329.64223
2021S051259150822,34.2852175,49.283,-123.136,-123.136  49.283,15823.48255
2021S051259150823,37.12036356,49.282,-123.135,-123.135  49.282,18160.09559
2021S051259150824,42.25303978,49.281,-123.136,-123.136  49.281,17567.7184
2021S051259150827,36.53262196,49.281,-123.139,-123.139  49.281,34908.66466
2021S051259150828,38.32241823,49.282,-123.141,-123.141  49.282,50035.58813
2021S051259150831,36.174414,49.284,-123.142,-123.142  49.284,23602.62549
2021S051259150832,35.58194401,49.286,-123.142,-123.142  49.286,49580.44464
2021S051259150837,38.59319219,49.288,-123.136,-123.136  49.288,18560.32642
2021S051259150840,39.52283204,49.29,-123.134,-123.134  49.29,17475.27213
2021S051259150841,35.51266979,49.29,-123.133,-123.133  49.29,18003.73945
2021S051259150845,37.05302582,49.287,-123.134,-123.134  49.287,26983.27545
2021S051259150846,36.91457415,49.286,-123.135,-123.135  49.286,26196.84498
2021S051259150850,50.09922498,49.287,-123.122,-123.122  49.287,143334.3273
2021S051259150859,36.78114041,49.29,-123.141,-123.141  49.29,15286.17281
2021S051259150861,42.66012924,49.29,-123.143,-123.143  49.29,23469.3038
2021S051259150863,40.11329235,49.288,-123.142,-123.142  49.288,54419.53477
2021S051259150864,38.04376281,49.29,-123.14,-123.14  49.29,17716.2346
2021S051259150865,40.54934548,49.288,-123.139,-123.139  49.288,35871.74881
2021S051259150866,49.23443454,49.289,-123.137,-123.137  49.289,17927.32556
2021S051259150871,35.29419534,49.276,-123.144,-123.144  49.276,313833.3272
2021S051259150872,26.8129329,49.276,-123.148,-123.148  49.276,77838.51282
2021S051259150873,31.81549623,49.274,-123.151,-123.151  49.274,62851.26749
2021S051259150874,31.96990801,49.274,-123.153,-123.153  49.274,170974.6439
2021S051259150875,31.02224714,49.272,-123.156,-123.156  49.272,33935.97347
2021S051259150876,34.77882531,49.272,-123.159,-123.159  49.272,33349.97633
2021S051259150877,31.604728,49.27,-123.159,-123.159  49.27,16824.4822
2021S051259150878,30.8053135,49.271,-123.161,-123.161  49.271,34671.35264
2021S051259150879,36.76460078,49.269,-123.159,-123.159  49.269,51056.86274
2021S051259150880,35.64744354,49.269,-123.163,-123.163  49.269,49640.27015
2021S051259150881,33.27364025,49.272,-123.163,-123.163  49.272,65666.8688
2021S051259150882,31.85859916,49.27,-123.166,-123.166  49.27,78896.75172
2021S051259150883,24.72849061,49.272,-123.174,-123.174  49.272,170767.5896
2021S051259150884,33.00262157,49.273,-123.161,-123.161  49.273,81798.8782
2021S051259150885,56.03636884,49.272,-123.198,-123.198  49.272,692874.7352
2021S051259150886,35.28489482,49.267,-123.196,-123.196  49.267,503473.1116
2021S051259150887,18.83570474,49.264,-123.196,-123.196  49.264,164862.4179
2021S051259150888,28.54336616,49.262,-123.199,-123.199  49.262,89120.51672
2021S051259150889,27.51479908,49.26,-123.196,-123.196  49.26,110754.0375
2021S051259150890,31.58321198,49.259,-123.2,-123.2  49.259,112360.3172
2021S051259150891,30.07027841,49.256,-123.197,-123.197  49.256,208483.5968
2021S051259150892,23.68009119,49.26,-123.192,-123.192  49.26,157390.3234
2021S051259150893,30.99540882,49.257,-123.19,-123.19  49.257,112374.7719
2021S051259150894,37.83629143,49.256,-123.187,-123.187  49.256,99390.53294
2021S051259150895,27.58742225,49.253,-123.188,-123.188  49.253,104150.7341
2021S051259150896,30.03365376,49.254,-123.184,-123.184  49.254,96947.25651
2021S051259150897,31.69279933,49.253,-123.18,-123.18  49.253,115583.5292
2021S051259150898,32.10910102,49.25,-123.182,-123.182  49.25,132534.4633
2021S051259150899,32.13864966,49.249,-123.185,-123.185  49.249,134592.2169
2021S051259150900,27.08838442,49.248,-123.181,-123.181  49.248,88210.90273
2021S051259150901,27.4868016,49.244,-123.18,-123.18  49.244,102103.6684
2021S051259150902,29.42548456,49.244,-123.184,-123.184  49.244,101478.1203
2021S051259150903,32.02750439,49.243,-123.188,-123.188  49.243,197083.7911
2021S051259150904,26.76853179,49.241,-123.182,-123.182  49.241,126862.8292
2021S051259150905,31.01245188,49.239,-123.185,-123.185  49.239,141179.675
2021S051259150906,30.74824918,49.237,-123.18,-123.18  49.237,127825.8893
2021S051259150907,27.52340427,49.236,-123.186,-123.186  49.236,163681.5414
2021S051259150908,27.47522669,49.233,-123.179,-123.179  49.233,223517.6984
2021S051259150909,27.07858192,49.23,-123.183,-123.183  49.23,250272.2791
2021S051259150910,28.23432419,49.233,-123.189,-123.189  49.233,177006.5719
2021S051259150911,25.6739064,49.23,-123.191,-123.191  49.23,480523.3294
2021S051259150912,22.26093244,49.236,-123.192,-123.192  49.236,171348.7648
2021S051259150913,27.01852115,49.238,-123.194,-123.194  49.238,188581.7121
2021S051259150914,23.82746793,49.241,-123.192,-123.192  49.241,154891.4715
2021S051259150915,30.8441841,49.244,-123.195,-123.195  49.244,119639.5773
2021S051259150916,27.97589188,49.245,-123.192,-123.192  49.245,105252.7889
2021S051259150917,24.28148054,49.247,-123.191,-123.191  49.247,177568.8555
2021S051259150918,25.89695673,49.25,-123.189,-123.189  49.25,107635.0493
2021S051259150919,22.63891773,49.249,-123.196,-123.196  49.249,371855.8146
2021S051259150920,24.79994378,49.254,-123.192,-123.192  49.254,101428.6183
2021S051259150922,28.93917052,49.259,-123.209,-123.209  49.259,89673.88298
