DGUID,Latitude,Longitude,SoVI,geometry,area
2021S051259151450,49.247,-123.044,56.34362943,-123.044  49.247,158733.9188
2021S051259151451,49.246,-123.047,47.88486642,-123.047  49.246,101753.5344
2021S051259151452,49.243,-123.042,52.45416078,-123.042  49.243,87450.21876
2021S051259151453,49.242,-123.044,51.40410824,-123.044  49.242,84772.90747
2021S051259151454,49.24,-123.04,51.50680068,-123.04  49.24,61542.47439
2021S051259151455,49.239,-123.044,55.5018434,-123.044  49.239,78274.65872
2021S051259151456,49.243,-123.048,60.90242603,-123.048  49.243,148741.2078
2021S051259151457,49.238,-123.046,60.58184198,-123.046  49.238,78068.78091
2021S051259151458,49.237,-123.043,52.00207717,-123.043  49.237,69077.76048
2021S051259151459,49.237,-123.04,54.89042945,-123.04  49.237,66219.43081
2021S051259151460,49.236,-123.037,61.51408764,-123.037  49.236,64304.37075
2021S051259151461,49.239,-123.037,56.93476438,-123.037  49.239,64866.92734
2021S051259151463,49.235,-123.032,57.2711007,-123.032  49.235,41532.48112
2021S051259151464,49.234,-123.033,54.61754725,-123.033  49.234,59108.39019
2021S051259151465,49.233,-123.03,56.97481836,-123.03  49.233,50782.97726
2021S051259151467,49.237,-123.029,37.75823033,-123.029  49.237,15037.72069
2021S051259151469,49.231,-123.025,54.64890385,-123.025  49.231,86956.25919
2021S051259151470,49.231,-123.029,49.49323326,-123.029  49.231,78029.42054
2021S051259151471,49.231,-123.033,44.40673529,-123.033  49.231,106220.7496
2021S051259151472,49.232,-123.036,60.14600037,-123.036  49.232,80456.761
2021S051259151473,49.23,-123.037,50.79922116,-123.037  49.23,85643.29951
2021S051259151474,49.229,-123.037,55.89290953,-123.037  49.229,85389.13705
2021S051259151475,49.227,-123.037,58.1324474,-123.037  49.227,113839.8056
2021S051259151476,49.227,-123.03,52.33949714,-123.03  49.227,164190.1006
2021S051259151477,49.227,-123.026,54.82909375,-123.026  49.227,139191.6438
2021S051259151478,49.226,-123.045,56.99870364,-123.045  49.226,318691.7329
2021S051259151479,49.231,-123.042,60.56567745,-123.042  49.231,86075.29767
2021S051259151483,49.234,-123.042,57.26672604,-123.042  49.234,66657.33672
2021S051259151484,49.234,-123.039,56.02227394,-123.039  49.234,84658.65764
2021S051259151485,49.268,-123.036,59.97436581,-123.036  49.268,140687.6006
2021S051259151486,49.268,-123.032,60.30018153,-123.032  49.268,86661.01995
2021S051259152941,49.205,-123.031,63.85285629,-123.031  49.205,709352.5642
